"";"neighborhood";"apartment_type";"building_type";"square_meters";"price";"price_per_sqm";"year_built";"floor";"elevator";"condition";"property_type";"energy_classification";"post_code";"apartment_type_cleaned";"number_of_rooms";"sauna_dummy";"own_floor";"max_floor";"elevator_dummy";"condition_unrecorded_dummy";"condition_adequate_dummy";"condition_good_dummy";"age_of_building";"own_property_dummy";"energy_class_cleaned";"energy_class_A_dummy";"energy_class_B_dummy";"energy_class_C_dummy";"energy_class_D_dummy";"energy_class_E_dummy";"energy_class_F_dummy";"energy_class_G_dummy";"energy_class_missing_dummy";"one_room_dummy";"two_rooms_dummy";"three_rooms_dummy";"four_or_more_rooms_dummy";"room_information_missing_dummy";"row_house_dummy";"town_house_dummy"
"16912";"Hoppu";"4h+k+2xwc+sauna+ak";"rt";99;"108000";"1091";"1985";"1/2";"ei";"hyvä";"vuokra";"F2018";"38200";"4h+k+2xwc+sauna+ak";4;1;1;2;0;0;0;1;35;0;"F";0;0;0;0;0;1;0;0;0;0;0;1;0;1;0
"16913";"Marttila";"4(-5h) + k+ s+ ...";"ok";98;"122000";"1245";"1975";"1/1";"ei";"hyvä";"oma";"E2018";"38200";"4(-5h)+k+s+...";5;1;1;1;0;0;0;1;45;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;1
"16914";"Marttila";"4h k, s";"ok";90;"85000";"944";"1959";" ";"ei";"tyyd.";"oma";NA;"38200";"4hk+s";4;1;NA;NA;0;0;1;0;61;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16915";"Marttila";"6-7h+k+s+khh+au...";"ok";138;"166000";"1203";"1983";" ";"ei";"hyvä";"oma";NA;"38200";"6-7h+k+s+khh+au...";7;1;NA;NA;0;0;0;1;37;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16916";"Marttila";"3mh+tupakeitti&...";"rt";94;"141000";"1500";"2009";"1/2";"ei";"hyvä";"oma";NA;"38200";"3mh+tupakeitti&...";NA;0;1;2;0;0;0;1;11;1;"missing";0;0;0;0;0;0;0;1;0;0;0;0;1;1;0
"16917";"Marttila";"7h, 2k, s, at";"ok";195;"100000";"513";"1976";" ";"ei";"tyyd.";"oma";NA;"38200";"7h+2k+s+at";7;1;NA;NA;0;0;1;0;44;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16919";"";"5h";"ok";140;"263000";"1879";"2008";" ";"ei";" ";"oma";"D2018";"38200";"5h";5;0;NA;NA;0;1;0;0;12;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"16920";"";"4h+k+kph+s+2 wc...";"ok";104;"118000";"1135";"1992";" ";"ei";"hyvä";"oma";NA;"38200";"4h+k+kph+s+2wc...";4;1;NA;NA;0;0;0;1;28;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16922";"";"6h+k+s+khh+s+at";"ok";231;"287000";"1242";"2001";" ";"ei";"hyvä";"oma";NA;"38200";"6h+k+s+khh+s+at";6;1;NA;NA;0;0;0;1;19;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16923";"";"4h+k+kph+s+wc+v...";"ok";115;"69000";"600";"1970";" ";"ei";"hyvä";"oma";NA;"38200";"4h+k+kph+s+wc+v...";4;1;NA;NA;0;0;0;1;50;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16924";"";"4h,k,rt,s,ph,kp...";"ok";128;"90000";"703";"1965";"-1/2";"ei";"hyvä";"oma";NA;"38200";"4h+k+rt+s+ph+kp...";4;1;-1;2;0;0;0;1;55;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16925";"Nuupala";"3h,k";"kt";81;"48000";"593";"1973";"1/2";"ei";" ";"oma";"F2013";"38210";"3h+k";3;0;1;2;0;1;0;0;47;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"16926";"Sastamala";"3h, k, s";"rt";64;"184000";"2875";"2016";"1/1";"ei";"hyvä";"vuokra";"C2013";"38210";"3h+k+s";3;1;1;1;0;0;0;1;4;0;"C";0;0;1;0;0;0;0;0;0;0;1;0;0;1;0
"16927";"";"3h, k, vh, ph, ...";"ok";81;"80000";"988";"1966";" ";"ei";"tyyd.";"oma";NA;"38210";"3h+k+vh+ph+...";3;0;NA;NA;0;0;1;0;54;1;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
"16928";"";"3h+k+s+wc+talou...";"ok";130;"108000";"831";"1929";"1/1";"ei";"hyvä";"oma";"D2018";"38210";"3h+k+s+wc+talou...";3;1;1;1;0;0;0;1;91;1;"D";0;0;0;1;0;0;0;0;0;0;1;0;0;0;1
"16929";"Nuupala";"2h,k,kph";"kt";62;"39171";"632";"1973";"1/2";"ei";" ";"oma";"F2013";"38210";"2h+k+kph";2;0;1;2;0;1;0;0;47;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"16931";"Pappila";"2h+k+wc+s";"kt";62;"182000";"2935";"2011";"4/4";"on";"hyvä";"oma";NA;"38210";"2h+k+wc+s";2;1;4;4;1;0;0;1;9;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"16932";"Lousaja";"5h, k, s, kph, ...";"ok";164;"87000";"530";"1972";" ";"ei";"hyvä";"oma";NA;"38210";"5h+k+s+kph+...";5;1;NA;NA;0;0;0;1;48;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16933";"Lousaja";"5h+k+s+2xwc+p+a...";"ok";110;"107000";"973";"1979";"1/2";"ei";"tyyd.";"oma";"D2018";"38210";"5h+k+s+2xwc+p+a...";5;1;1;2;0;0;1;0;41;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"16934";"Sastamala";"4h, k, s";"rt";86;"235000";"2733";"2016";"1/1";"ei";"hyvä";"vuokra";"C2013";"38210";"4h+k+s";4;1;1;1;0;0;0;1;4;0;"C";0;0;1;0;0;0;0;0;0;0;0;1;0;1;0
"16936";"Lousaja";"7h+k+rt+3wc+kph...";"ok";160;"145000";"906";"1970";" ";"ei";"hyvä";"oma";NA;"38210";"7h+k+rt+3wc+kph...";7;0;NA;NA;0;0;0;1;50;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16937";"Nuupala";"Maalämp...";"ok";109;"103500";"950";"1948";"1/2";"ei";"tyyd.";"oma";"D2018";"38210";"maalämp...";NA;0;1;2;0;0;1;0;72;1;"D";0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
"16938";"Lousaja";"4h+k+s+khh+wc+v...";"ok";117;"158000";"1350";"2000";"1/2";"ei";"tyyd.";"oma";"D2018";"38210";"4h+k+s+khh+wc+v...";4;1;1;2;0;0;1;0;20;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"16939";"Lousaja";"5-6h+k+s+wc+khh...";"ok";144,9;"127000";"876";"1981";"1/1";"ei";"tyyd.";"oma";"D2018";"38210";"5-6h+k+s+wc+khh...";6;1;1;1;0;0;1;0;39;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"16940";"Nuupala";"4h, k, s, wc, k...";"ok";98;"45000";"459";"1954";" ";"ei";"huono";"oma";NA;"38210";"4h+k+s+wc+k...";4;1;NA;NA;0;0;0;0;66;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16942";"Nuupala";"4h+k+s+khh+wc+2...";"ok";118;"128000";"1085";"1966";"1/1";"ei";"tyyd.";"oma";NA;"38210";"4h+k+s+khh+wc+2...";4;1;1;1;0;0;1;0;54;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16944";"Roismala";"2h+k+s+parvi+wc...";"rt";69;"80000";"1159";"1989";"1/1";"ei";"tyyd.";"oma";"F2013";"38250";"2h+k+s+parvi+wc...";2;1;1;1;0;0;1;0;31;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
"16945";"";"Oh+mh+keitti...";"ok";65,1;"90000";"1382";"1925";"1/1";"ei";"hyvä";"oma";"D2018";"38250";"oh+mh+keitti...";NA;0;1;1;0;0;0;1;95;1;"D";0;0;0;1;0;0;0;0;0;0;0;0;1;0;1
"16946";"";"2h, k, wc";"ok";50;"30000";"600";"1965";" ";"ei";"tyyd.";"oma";NA;"38250";"2h+k+wc";2;0;NA;NA;0;0;1;0;55;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
"16947";"Kiikka";"3h+k+s+takkahuo...";"ok";102;"136500";"1338";"2000";"1/1";"ei";"hyvä";"oma";"E2013";"38300";"3h+k+s+takkahuo...";3;1;1;1;0;0;0;1;20;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;1
"16949";"Kiikka";"5h, k, s";"ok";125;"68000";"544";"1951";" ";"ei";"tyyd.";"oma";NA;"38300";"5h+k+s";5;1;NA;NA;0;0;1;0;69;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16950";"Kiikka";"5h+k+s+kahvila-...";"ok";110;"52000";"473";"1956";"1/2";"ei";"huono";"oma";NA;"38300";"5h+k+s+kahvila-...";5;1;1;2;0;0;0;0;64;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16951";"Mouhijärvi";"5h+k+s+at+k+s+k...";"ok";119;"140000";"1176";"1988";"1/1";"ei";"tyyd.";"oma";NA;"38460";"5h+k+s+at+k+s+k...";5;1;1;1;0;0;1;0;32;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16952";"Mouhijärvi";"3mh,oh,k,s,kph,...";"ok";134;"95000";"709";"1981";" ";"ei";" ";"oma";NA;"38460";"3mh+oh+k+s+kph+...";NA;1;NA;NA;0;1;0;0;39;1;"missing";0;0;0;0;0;0;0;1;0;0;0;0;1;0;1
"16953";"Mouhijärvi";"5h,k,s,tk/pukuh...";"ok";112;"130000";"1161";"1979";" ";"ei";"hyvä";"oma";NA;"38460";"5h+k+s+tk/pukuh...";5;1;NA;NA;0;0;0;1;41;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16961";"Keskusta";"4h, k, s, erill...";"kt";87,5;"210000";"2400";"2016";"2/5";"on";"hyvä";"vuokra";NA;"39100";"4h+k+s+erill...";4;1;2;5;1;0;0;1;4;0;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"16962";"";"4h+k+th+2cw+kph...";"ok";147;"193000";"1313";"1980";" ";"ei";"hyvä";"oma";"D2018";"39100";"4h+k+th+2cw+kph...";4;0;NA;NA;0;0;0;1;40;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"16963";"";"5h, k, khh, kph...";"ok";139,8;"179000";"1280";"1979";"-1/1";"ei";"hyvä";"oma";NA;"39100";"5h+k+khh+kph...";5;0;-1;1;0;0;0;1;41;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16964";"";"6h+k+rt+s+kph+k...";"ok";163;"330000";"2025";"2014";"-1/1";"ei";"hyvä";"oma";"B";"39100";"6h+k+rt+s+kph+k...";6;1;-1;1;0;0;0;1;6;1;"B";0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
"16967";"";"4h,k,s,at,ak,va...";"ok";101,5;"183000";"1803";"2007";"1/1";"ei";"tyyd.";"oma";NA;"39100";"4h+k+s+at+ak+va...";4;1;1;1;0;0;1;0;13;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16968";"";"4h, k, khh, kph...";"ok";104;"145000";"1394";"1993";"-1/1";"ei";"hyvä";"oma";"E2013";"39100";"4h+k+khh+kph...";4;0;-1;1;0;0;0;1;27;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;1
"16971";"Julkujärvi";"2h,k,s";"rt";60;"105000";"1750";"1986";"1/1";"ei";" ";"oma";"F2013";"39160";"2h+k+s";2;1;1;1;0;1;0;0;34;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
"16972";"Julkujärvi";"2h,k,s,läm...";"rt";56;"149000";"2661";"2016";"1/1";"ei";" ";"oma";"C2013";"39160";"2h+k+s+läm...";2;1;1;1;0;1;0;0;4;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
"16973";"Metsäkylä";"2h, avok, kph, ...";"rt";41;"80000";"1951";"1991";"1/1";"ei";"hyvä";"oma";"C2007";"39160";"2h+avok+kph+...";2;0;1;1;0;0;0;1;29;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
"16974";"Metsäkylä";"4h,k,kph,s,eril...";"ok";89;"152000";"1708";"1954";" ";"ei";" ";"oma";NA;"39160";"4h+k+kph+s+eril...";4;1;NA;NA;0;1;0;0;66;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16975";"Metsäkylä";"5h, k, vh, khh,...";"ok";146;"400000";"2740";"2016";"-1/1";"ei";"hyvä";"vuokra";"C2013";"39160";"5h+k+vh+khh+...";5;0;-1;1;0;0;0;1;4;0;"C";0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
"16976";"Metsäkylä";"4h,k,s,kph/khh,...";"ok";82;"227000";"2768";"2016";"1/1";"ei";"hyvä";"oma";"B2013";"39160";"4h+k+s+kph/khh+...";4;1;1;1;0;0;0;1;4;1;"B";0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
"16977";"Metsäkylä";"4h,k,th,kph,s,e...";"ok";99;"202000";"2040";"1983";" ";"ei";" ";"oma";NA;"39160";"4h+k+th+kph+s+e...";4;1;NA;NA;0;1;0;0;37;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16979";"Metsäkylä";"4h, k, kph, s, ...";"ok";105;"133000";"1267";"1986";"-1/1";"ei";"tyyd.";"oma";NA;"39160";"4h+k+kph+s+...";4;1;-1;1;0;0;1;0;34;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16980";"Metsäkylä";"4h,k,s";"rt";91;"173000";"1901";"1990";"1/1";"ei";" ";"oma";"F2013";"39160";"4h+k+s";4;1;1;1;0;1;0;0;30;1;"F";0;0;0;0;0;1;0;0;0;0;0;1;0;1;0
"16981";"Metsäkylä";"5h,k,khh,kph,s,...";"ok";135;"328000";"2430";"2014";" ";"ei";"hyvä";"oma";"B2013";"39160";"5h+k+khh+kph+s+...";5;1;NA;NA;0;0;0;1;6;1;"B";0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
"16983";"Metsäkylä";"4h,k,ki,s";"rt";100;"195000";"1950";"2008";"1/2";"ei";" ";"oma";"E2013";"39160";"4h+k+ki+s";4;1;1;2;0;1;0;0;12;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;1;0
"16984";"Metsäkylä";"4h,k,s,kph,khh,...";"ok";113;"224000";"1982";"1994";" ";"ei";" ";"oma";"D2018";"39160";"4h+k+s+kph+khh+...";4;1;NA;NA;0;1;0;0;26;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"16985";"Metsäkylä";"5h,k,s,khh, 2wc";"ok";129;"250000";"1938";"2008";" ";"ei";" ";"oma";NA;"39160";"5h+k+s+khh+2wc";5;1;NA;NA;0;1;0;0;12;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16991";"";"3h, k, s, kh, khh";"ok";98;"161500";"1648";"1962";"2/2";"ei";"hyvä";"oma";NA;"39160";"3h+k+s+kh+khh";3;1;2;2;0;0;0;1;58;1;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
"16992";"Kyröskoski";"4h, k, 2 x kph,...";"kt";95;"111000";"1168";"1987";"2/2";"ei";" ";"oma";"G2013";"39200";"4h+k+2xkph+...";4;0;2;2;0;1;0;0;33;1;"G";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"16993";"";"4h,k,s,kph, puk...";"ok";107;"92500";"864";"1975";" ";"ei";"tyyd.";"oma";NA;"39200";"4h+k+s+kph+puk...";4;1;NA;NA;0;0;1;0;45;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16994";"";"Tupakeittiö...";"ok";102;"172000";"1686";"1991";" ";"ei";"hyvä";"oma";NA;"39200";"tupakeittiö...";NA;0;NA;NA;0;0;0;1;29;1;"missing";0;0;0;0;0;0;0;1;0;0;0;0;1;0;1
"16995";"Kyröskoski ali-niskala";"3h, k, kph, khh...";"rt";77,8;"150000";"1928";"2012";" ";"ei";"hyvä";"oma";"D2007";"39200";"3h+k+kph+khh...";3;0;NA;NA;0;0;0;1;8;1;"D";0;0;0;1;0;0;0;0;0;0;1;0;0;1;0
"16996";"";"3h+k+s+kph+auto...";"ok";70;"127000";"1814";"1985";" ";"ei";" ";"oma";"E2013";"39200";"3h+k+s+kph+auto...";3;1;NA;NA;0;1;0;0;35;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;1
"16998";"Keskusta";"1h,kt";"kt";30;"159500";"5317";"2020";"6/8";"on";"hyvä";"oma";"C2013";"40100";"1h+kt";1;0;6;8;1;0;0;1;0;1;"C";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"17000";"Keskusta";"1h,k,kph,lasit....";"kt";38;"113000";"2974";"1963";"3/7";"on";"tyyd.";"oma";"F2013";"40100";"1h+k+kph+lasit....";1;0;3;7;1;0;1;0;57;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"17003";"Tourula";"1h,kk,kph,s,p";"kt";32;"85000";"2656";"1986";"2/5";"on";"tyyd.";"oma";"D2007";"40100";"1h+kk+kph+s+p";1;1;2;5;1;0;1;0;34;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"17004";"Keskusta";"1h,kk,kh";"kt";27;"101000";"3741";"1960";"3/6";"on";"tyyd.";"oma";"C2007";"40100";"1h+kk+kh";1;0;3;6;1;0;1;0;60;1;"C";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"17005";"Keskusta";"1h, kt, kph, ra...";"kt";20;"108000";"5400";"2017";"4/6";"on";"hyvä";"oma";"C2013";"40100";"1h+kt+kph+ra...";1;0;4;6;1;0;0;1;3;1;"C";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"17006";"Keskusta";"1h,kk,kh";"kt";32;"99000";"3094";"1960";"1/6";"on";"tyyd.";"oma";"C2007";"40100";"1h+kk+kh";1;0;1;6;1;0;1;0;60;1;"C";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"17007";"Jyväskylä";"1h+ks";"kt";27;"86000";"3185";"1938";"5/6";"on";"huono";"oma";"F2013";"40100";"1h+ks";1;0;5;6;1;0;0;0;82;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"17008";"Keskusta";"1h+kk+kh";"kt";22;"96000";"4364";"1960";"3/5";"on";"tyyd.";"oma";"D2013";"40100";"1h+kk+kh";1;0;3;5;1;0;1;0;60;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"17009";"Keskusta";"1h+k";"kt";22;"84000";"3818";"1962";"1/7";"on";"hyvä";"oma";"D2007";"40100";"1h+k";1;0;1;7;1;0;0;1;58;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"17010";"Keskusta";"1h,kk,kh";"kt";36;"100000";"2778";"1961";"5/7";"on";"tyyd.";"oma";"F2013";"40100";"1h+kk+kh";1;0;5;7;1;0;1;0;59;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"17013";"Keskusta";"1h+kk+kh+p";"kt";27;"89000";"3296";"1963";"5/10";"on";"tyyd.";"oma";"G2013";"40100";"1h+kk+kh+p";1;0;5;10;1;0;1;0;57;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"17015";"Keskusta";"h,alkovi,kk,kph...";"kt";27,5;"87500";"3182";"1962";"6/7";"on";"tyyd.";"oma";"F2013";"40100";"h+alkovi+kk+kph...";NA;0;6;7;1;0;1;0;58;1;"F";0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
"17016";"Keskusta";"1h,kk,kh";"kt";24;"100000";"4167";"1961";"5/5";"on";"hyvä";"oma";"D2007";"40100";"1h+kk+kh";1;0;5;5;1;0;0;1;59;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"17017";"Keskusta";"1h,kk,kh";"kt";29;"95000";"3276";"1962";"1/8";"on";"tyyd.";"oma";"F2013";"40100";"1h+kk+kh";1;0;1;8;1;0;1;0;58;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"17018";"Keskusta";"1h+kk+kh";"kt";25;"95000";"3800";"1962";"2/3";"ei";"tyyd.";"oma";"G2013";"40100";"1h+kk+kh";1;0;2;3;0;0;1;0;58;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"17020";"Keskusta";"1h,k,alk,kph,p";"kt";30;"96000";"3200";"1961";"2/8";"on";"tyyd.";"oma";"C2007";"40100";"1h+k+alk+kph+p";1;0;2;8;1;0;1;0;59;1;"C";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"17021";"Keskusta";"1h,kt";"kt";30;"159500";"5317";"2020";"6/8";"on";"hyvä";"oma";"C2013";"40100";"1h+kt";1;0;6;8;1;0;0;1;0;1;"C";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"17022";"Keskusta";"1h,kk,kh,parv.";"kt";29;"101000";"3483";"1962";"4/7";"on";"tyyd.";"oma";"F2013";"40100";"1h+kk+kh+parv.";1;0;4;7;1;0;1;0;58;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"17023";"Keskusta";"1h,kh,k";"kt";36;"103577";"2877";"1961";"4/7";"on";" ";"oma";"F2013";"40100";"1h+kh+k";1;0;4;7;1;1;0;0;59;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"17024";"Keskusta";"1h,kt";"kt";30;"159500";"5317";"2020";"6/8";"on";"hyvä";"oma";"C2013";"40100";"1h+kt";1;0;6;8;1;0;0;1;0;1;"C";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"17026";"Lutakko";"1h, alk, kk, ph...";"kt";38;"148000";"3895";"2008";"3/7";"on";"hyvä";"oma";"E2013";"40100";"1h+alk+kk+ph...";1;0;3;7;1;0;0;1;12;1;"E";0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"17028";"Tourula";"1h+kk+s";"kt";32;"111000";"3469";"1986";"5/5";"on";"hyvä";"oma";"D2007";"40100";"1h+kk+s";1;1;5;5;1;0;0;1;34;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"17030";"Keskusta";"Tupakeittiö...";"kt";35;"183600";"5246";"2020";"6/8";"on";"hyvä";"oma";"C2013";"40100";"tupakeittiö...";NA;0;6;8;1;0;0;1;0;1;"C";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"17032";"Keskusta";"1h,kt";"kt";30;"159500";"5317";"2020";"6/8";"on";"hyvä";"oma";"C2013";"40100";"1h+kt";1;0;6;8;1;0;0;1;0;1;"C";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"17033";"Keskusta";"2h+kk";"kt";42;"111000";"2643";"1945";"2/4";"ei";"tyyd.";"oma";"D2007";"40100";"2h+kk";2;0;2;4;0;0;1;0;75;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"17034";"Keskusta";"2h,k,kph";"kt";52;"113500";"2183";"1961";"1/5";"on";"tyyd.";"oma";"F2013";"40100";"2h+k+kph";2;0;1;5;1;0;1;0;59;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"17035";"Keskusta";"2h,kt,s";"kt";56;"275000";"4911";"2020";"5/8";"on";"hyvä";"oma";"C2013";"40100";"2h+kt+s";2;1;5;8;1;0;0;1;0;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"17037";"Keskusta";"2h,k,kh,p";"kt";54;"123000";"2278";"1962";"6/7";"on";"tyyd.";"oma";"D2013";"40100";"2h+k+kh+p";2;0;6;7;1;0;1;0;58;1;"D";0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"17038";"Keskusta";"2h, k, kph/wc";"kt";56;"108563";"1939";"1950";"3/5";"on";"hyvä";"oma";"A2007";"40100";"2h+k+kph/wc";2;0;3;5;1;0;0;1;70;1;"A";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"17039";"Lutakko";"2h+kk";"kt";44;"212000";"4818";"2008";"13/15";"on";"hyvä";"oma";"F2013";"40100";"2h+kk";2;0;13;15;1;0;0;1;12;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"17040";"Keskusta";"2h, k, kph, las.p";"kt";46;"137000";"2978";"1964";"3/7";"on";"hyvä";"oma";"C2007";"40100";"2h+k+kph+las.p";2;0;3;7;1;0;0;1;56;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"17041";"Keskusta";"2h, k, kph, s, ...";"kt";58;"130000";"2241";"1986";"2/3";"on";"tyyd.";"oma";"F2013";"40100";"2h+k+kph+s+...";2;1;2;3;1;0;1;0;34;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"17042";"Keskusta";"2h, k, kph";"kt";41;"127000";"3098";"1967";"3/4";"on";"hyvä";"oma";"F2013";"40100";"2h+k+kph";2;0;3;4;1;0;0;1;53;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"17043";"Keskusta";"2h+k";"kt";55;"140000";"2545";"1968";"4/6";"on";"tyyd.";"oma";"E2007";"40100";"2h+k";2;0;4;6;1;0;1;0;52;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"17045";"Mäki-matti";"2h, kk, kph, vh";"kt";40;"108000";"2700";"1958";"3/3";"ei";"tyyd.";"oma";"B2007";"40100";"2h+kk+kph+vh";2;0;3;3;0;0;1;0;62;1;"B";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"17046";"Keskusta";"2h+k+s";"kt";47;"144000";"3064";"2004";"5/6";"on";"tyyd.";"oma";"E2013";"40100";"2h+k+s";2;1;5;6;1;0;1;0;16;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"17047";"Keskusta";"2h,k,kh,wc,lasit.p";"kt";61;"128000";"2098";"1956";"3/5";"on";"hyvä";"oma";"E2013";"40100";"2h+k+kh+wc+lasit.p";2;0;3;5;1;0;0;1;64;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"17048";"Lutakko";"2, kt, s, p";"kt";55,5;"165000";"2973";"2001";"2/11";"on";"hyvä";"oma";"C2007";"40100";"2+kt+s+p";NA;1;2;11;1;0;0;1;19;1;"C";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
"17049";"Kangas";"2h+k+s";"kt";49;"189000";"3857";"2017";"6/6";"on";"hyvä";"oma";"C2018";"40100";"2h+k+s";2;1;6;6;1;0;0;1;3;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"17050";"Keskusta";"2h,kk,s";"kt";59;"237000";"4017";"2013";"2/7";"on";" ";"oma";"C2013";"40100";"2h+kk+s";2;1;2;7;1;1;0;0;7;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"17051";"Keskusta";"2h,k,vh,kph, parv.";"kt";48;"125000";"2604";"1960";"4/7";"on";"tyyd.";"oma";"B2007";"40100";"2h+k+vh+kph+parv.";2;0;4;7;1;0;1;0;60;1;"B";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"17052";"Lutakko";"2h,k,kph,s,lasit.p";"kt";56;"199000";"3554";"2011";"3/6";"on";"hyvä";"oma";"E2013";"40100";"2h+k+kph+s+lasit.p";2;1;3;6;1;0;0;1;9;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
