"";"neighborhood";"apartment_type";"building_type";"square_meters";"price";"price_per_sqm";"year_built";"floor";"elevator";"condition";"property_type";"energy_classification";"post_code";"apartment_type_cleaned";"number_of_rooms";"sauna_dummy";"own_floor";"max_floor";"elevator_dummy";"condition_unrecorded_dummy";"condition_adequate_dummy";"condition_good_dummy";"age_of_building";"own_property_dummy";"energy_class_cleaned";"energy_class_A_dummy";"energy_class_B_dummy";"energy_class_C_dummy";"energy_class_D_dummy";"energy_class_E_dummy";"energy_class_F_dummy";"energy_class_G_dummy";"energy_class_missing_dummy";"one_room_dummy";"two_rooms_dummy";"three_rooms_dummy";"four_or_more_rooms_dummy";"room_information_missing_dummy";"row_house_dummy";"town_house_dummy"
"16780";"Roukko";"4h, k, s + lasi...";"kt";93;"115000";"1237";"1989";"1/3";"on";"hyvä";"oma";"E";"37630";"4h+k+s+lasi...";4;1;1;3;1;0;0;1;31;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
"16783";"Vääräkoivu";"4h, k, kph, par...";"kt";89;"109000";"1225";"1969";"5/8";"on";"hyvä";"oma";"C2013";"37630";"4h+k+kph+par...";4;0;5;8;1;0;0;1;51;1;"C";0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
"16786";"Antinniemi";"4h,k,s,kph,2xwc...";"rt";95;"110000";"1158";"1977";"1/2";"ei";" ";"oma";"D2013";"37630";"4h+k+s+kph+2xwc...";4;1;1;2;0;1;0;0;43;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;1;0
"16787";"Roukonperä";"4h,k,kph,s,wc,e...";"rt";95;"140000";"1474";"1982";"1/1";"ei";"hyvä";"oma";"E2013";"37630";"4h+k+kph+s+wc+e...";4;1;1;1;0;0;0;1;38;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;1;0
"16788";"Antinniemi";"4h, k, s";"rt";95;"127000";"1337";"1977";"2/2";"ei";"hyvä";"oma";"D2013";"37630";"4h+k+s";4;1;2;2;0;0;0;1;43;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;1;0
"16789";"Kenraalintori";"4h, k, s";"kt";94,5;"50000";"529";"1974";"2/3";"ei";"hyvä";"oma";"G2013";"37630";"4h+k+s";4;1;2;3;0;0;0;1;46;1;"G";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"16790";"Lintula";"5-6h, k, s";"ok";172;"340000";"1977";"2010";"-1/2";"ei";"hyvä";"oma";"A2007";"37630";"5-6h+k+s";6;1;-1;2;0;0;0;1;10;1;"A";1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"16791";"Kenraalintori";"4h, k, s";"kt";94,5;"50000";"529";"1974";"2/3";"ei";"hyvä";"oma";"G2013";"37630";"4h+k+s";4;1;2;3;0;0;0;1;46;1;"G";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"16792";"Lintula";"5-6h, k, s";"ok";172;"340000";"1977";"2010";"-1/2";"ei";"hyvä";"oma";"A2007";"37630";"5-6h+k+s";6;1;-1;2;0;0;0;1;10;1;"A";1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"16794";"Kenraalintori";"5h, k, s";"kt";93,5;"261500";"2797";"2006";"6/7";"on";"hyvä";"oma";"F2013";"37630";"5h+k+s";5;1;6;7;1;0;0;1;14;1;"F";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"16795";"Lintula";"4h, k, s";"ok";123;"258000";"2098";"2011";"-1/1";"ei";"hyvä";"oma";"B2007";"37630";"4h+k+s";4;1;-1;1;0;0;0;1;9;1;"B";0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
"16796";"Vääräkoivu";"5h, k, s";"rt";118,5;"142000";"1198";"1973";"2/2";"ei";"hyvä";"oma";"D2013";"37630";"5h+k+s";5;1;2;2;0;0;0;1;47;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;1;0
"16798";"Vääräkoivu";"4h, k, kph, wc,...";"kt";89;"137500";"1545";"1968";"8/8";"ei";"hyvä";"oma";"D2007";"37630";"4h+k+kph+wc+...";4;0;8;8;0;0;0;1;52;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"16799";"Matinmäki";"5h, k, s";"rt";149;"110000";"738";"1974";"1/1";"ei";"tyyd.";"oma";NA;"37630";"5h+k+s";5;1;1;1;0;0;1;0;46;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;1;0
"16800";"Roukonperä";"5h, k, s";"ok";132;"161500";"1223";"1972";"-1/1";"ei";"hyvä";"oma";NA;"37630";"5h+k+s";5;1;-1;1;0;0;0;1;48;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16804";"";"4h,k,saunaos.,w...";"ok";110;"149000";"1355";"1978";" ";"ei";" ";"oma";NA;"37630";"4h+k+saunaos.+w...";4;1;NA;NA;0;1;0;0;42;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16805";"";"4h,k,saunaos.,k...";"ok";120;"69000";"575";"1952";" ";"ei";" ";"oma";NA;"37630";"4h+k+saunaos.+k...";4;1;NA;NA;0;1;0;0;68;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16806";"";"4h, k, ylä...";"ok";129;"248000";"1922";"2018";" ";"ei";"hyvä";"oma";"B2013";"37630";"4h+k+ylä...";4;0;NA;NA;0;0;0;1;2;1;"B";0;1;0;0;0;0;0;0;0;0;0;1;0;0;1
"16807";"";"6-7h, k, s";"ok";149;"162000";"1087";"1961";" ";"ei";"hyvä";"oma";NA;"37630";"6-7h+k+s";7;1;NA;NA;0;0;0;1;59;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16808";"";"4-5 h, k, kph, ...";"ok";117;"155000";"1325";"1978";"-1/1";"ei";"hyvä";"oma";NA;"37630";"4-5h+k+kph+...";5;0;-1;1;0;0;0;1;42;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16809";"";"5h,k,s,khh,2wc,...";"ok";122;"270000";"2213";"2013";" ";"ei";"hyvä";"oma";"A2007";"37630";"5h+k+s+khh+2wc+...";5;1;NA;NA;0;0;0;1;7;1;"A";1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"16810";"";"7-8h, k, s";"ok";287;"459000";"1599";"1977";"-1/2";"ei";"hyvä";"oma";NA;"37630";"7-8h+k+s";8;1;-1;2;0;0;0;1;43;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16811";"Sääksmäki";"4h,k,wc,et,kuis...";"ok";61;"40000";"656";"1920";" ";"ei";"huono";"oma";NA;"37700";"4h+k+wc+et+kuis...";4;0;NA;NA;0;0;0;0;100;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16812";"Sääksmäki";"5h, k, s";"ok";130;"133000";"1023";"1958";"-1/2";"ei";"hyvä";"oma";NA;"37700";"5h+k+s";5;1;-1;2;0;0;0;1;62;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16813";"Sääksmäki";"5-6h, k, s";"ok";190;"67000";"353";"1980";"-1/3";"ei";"tyyd.";"oma";"D2018";"37700";"5-6h+k+s";6;1;-1;3;0;0;1;0;40;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"16815";"Toijala / keskusta";"1 hh+kk+s";"kt";39;"80900";"2074";"2007";"2/4";"on";"hyvä";"oma";"D2018";"37800";"1hh+kk+s";1;1;2;4;1;0;0;1;13;1;"D";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"16816";"Toijala / rautala";"1h+kk+kph/wc+vh";"kt";36;"15487";"430";"1973";"3/3";"ei";"huono";"vuokra";"F2013";"37800";"1h+kk+kph/wc+vh";1;0;3;3;0;0;0;0;47;0;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"16817";"Toijala / nahkiala";"1h+kk+kph/wc";"kt";27;"33000";"1222";"1968";"2/2";"ei";"tyyd.";"oma";"F2013";"37800";"1h+kk+kph/wc";1;0;2;2;0;0;1;0;52;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"16818";"Toijala / rauhanummi";"1h+k+kph/wc+vh+...";"kt";33;"38000";"1152";"1969";"5/6";"on";"hyvä";"oma";"F2013";"37800";"1h+k+kph/wc+vh+...";1;0;5;6;1;0;0;1;51;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"16819";"";"1h,k,wc";"ok";35;"32000";"914";"1924";" ";"ei";"tyyd.";"oma";NA;"37800";"1h+k+wc";1;0;NA;NA;0;0;1;0;96;1;"missing";0;0;0;0;0;0;0;1;1;0;0;0;0;0;1
"16821";"Toijala / nahkiala";"3h, k, kph/wc, ...";"kt";73;"73000";"1000";"1976";"3/3";"ei";"hyvä";"oma";"D2007";"37800";"3h+k+kph/wc+...";3;0;3;3;0;0;0;1;44;1;"D";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"16822";"Toijala / pappila";"3h,k,kph,s,2xwc...";"rt";82;"153000";"1866";"2008";"1/1";"ei";"hyvä";"oma";"E2018";"37800";"3h+k+kph+s+2xwc...";3;1;1;1;0;0;0;1;12;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;1;0
"16823";"Toijala";"3h, k, s";"rt";80;"90000";"1125";"1972";"1/1";"ei";"tyyd.";"oma";"A";"37800";"3h+k+s";3;1;1;1;0;0;1;0;48;1;"A";1;0;0;0;0;0;0;0;0;0;1;0;0;1;0
"16825";"Toijala";"3h, k";"kt";89;"70000";"787";"1953";"1/4";"ei";"hyvä";"oma";"F2013";"37800";"3h+k";3;0;1;4;0;0;0;1;67;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"16828";"Toijala / rautala";"3h+k+kph/wc+vh+p";"kt";69;"50000";"725";"1972";"2/3";"on";"tyyd.";"oma";"E2013";"37800";"3h+k+kph/wc+vh+p";3;0;2;3;1;0;1;0;48;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"16831";"Toijala";"2h+kt";"kt";48;"163057";"3397";"2021";"3/9";"on";"hyvä";"oma";"B2018";"37800";"2h+kt";2;0;3;9;1;0;0;1;-1;1;"B";0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
"16832";"Toijala";"3h+kt+wc+s";"kt";85;"274625";"3231";"2021";"6/9";"on";"hyvä";"oma";"B2018";"37800";"3h+kt+wc+s";3;1;6;9;1;0;0;1;-1;1;"B";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"16833";"Toijala / nahkiala";"2h+k+kh+p";"kt";51;"46000";"902";"1970";"1/3";"ei";"hyvä";"oma";"F2013";"37800";"2h+k+kh+p";2;0;1;3;0;0;0;1;50;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"16834";"Toijala / keskusta";"2h,k,kph,p";"kt";56;"63000";"1125";"1962";"3/3";"ei";"hyvä";"oma";"F2013";"37800";"2h+k+kph+p";2;0;3;3;0;0;0;1;58;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"16835";"Viiala";"2h,k,kph,et,las...";"kt";56;"49000";"875";"1977";"2/5";"on";"hyvä";"oma";"C2013";"37800";"2h+k+kph+et+las...";2;0;2;5;1;0;0;1;43;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"16836";"Toijala / keskusta";"2h,k,s";"kt";58;"115000";"1983";"2003";"2/4";"on";"hyvä";"oma";"F2013";"37800";"2h+k+s";2;1;2;4;1;0;0;1;17;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"16837";"Toijala / keskusta";"2h+k+s";"kt";52;"65750";"1264";"1983";"1/5";"on";"tyyd.";"oma";"F2013";"37800";"2h+k+s";2;1;1;5;1;0;1;0;37;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"16840";"Viiala / keskusta";"2h, k, kph/wc, ...";"kt";55;"50000";"909";"1972";"2/2";"ei";"hyvä";"oma";"G2013";"37800";"2h+k+kph/wc+...";2;0;2;2;0;0;0;1;48;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
"16841";"Toijala / rautala";"2h,k";"kt";58;"64900";"1119";"1993";"2/4";"ei";" ";"oma";"E2007";"37800";"2h+k";2;0;2;4;0;1;0;0;27;1;"E";0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
"16844";"Toijala / keskusta";"2 h+k+s+p";"kt";52;"74000";"1423";"1990";"3/5";"on";"hyvä";"oma";"C2007";"37800";"2h+k+s+p";2;1;3;5;1;0;0;1;30;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"16845";"Toijala / nahkiala";"2h+kk+kph/wc+vh...";"kt";45;"43000";"956";"1970";"2/3";"ei";"huono";"oma";"F2013";"37800";"2h+kk+kph/wc+vh...";2;0;2;3;0;0;0;0;50;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"16847";"";"2h+k+wc+ph+s";"ok";60;"45000";"750";"1962";" ";"ei";"tyyd.";"oma";NA;"37800";"2h+k+wc+ph+s";2;1;NA;NA;0;0;1;0;58;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
"16848";"Toijala";"5h, k, khh, kph...";"ok";156;"210000";"1346";"1999";" ";"ei";"hyvä";"oma";NA;"37800";"5h+k+khh+kph...";5;0;NA;NA;0;0;0;1;21;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16849";"Toijala";"6h, k, s";"ok";160;"148000";"925";"1976";"-1/2";"ei";"hyvä";"oma";NA;"37800";"6h+k+s";6;1;-1;2;0;0;0;1;44;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16850";"Toijala";"4h, k, s";"rt";99;"115000";"1162";"1983";"1/1";"ei";"tyyd.";"oma";"E2013";"37800";"4h+k+s";4;1;1;1;0;0;1;0;37;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;1;0
"16851";"Toijala";"5-6h, k";"kt";157;"140000";"892";"1960";"3/3";"ei";"hyvä";"oma";"G2013";"37800";"5-6h+k";6;0;3;3;0;0;0;1;60;1;"G";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
"16853";"Toijala";"5h, k, s";"ok";146;"180000";"1233";"1986";"-1/1";"ei";"hyvä";"oma";NA;"37800";"5h+k+s";5;1;-1;1;0;0;0;1;34;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16854";"Toijala / nahkiala";"4h+k+kph/wc+wc+...";"kt";99;"73000";"737";"1970";"3/3";"ei";"huono";"oma";"F2013";"37800";"4h+k+kph/wc+wc+...";4;0;3;3;0;0;0;0;50;1;"F";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0
"16855";"Toijala";"5h, k, s";"ok";129;"198000";"1535";"2012";"-1/1";"ei";"hyvä";"oma";NA;"37800";"5h+k+s";5;1;-1;1;0;0;0;1;8;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16856";"";"4 h+k+wc+ph+s+a...";"ok";94;"83000";"883";"1955";" ";"ei";"huono";"oma";NA;"37800";"4h+k+wc+ph+s+a...";4;1;NA;NA;0;0;0;0;65;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16857";"";"6h,k,s,ph,autot...";"ok";151;"139000";"921";"1980";" ";"ei";"hyvä";"oma";"F2018";"37800";"6h+k+s+ph+autot...";6;1;NA;NA;0;0;0;1;40;1;"F";0;0;0;0;0;1;0;0;0;0;0;1;0;0;1
"16858";"";"4h, k, khh, kph...";"ok";91;"93000";"1022";"1950";" ";"ei";"tyyd.";"oma";"D2018";"37800";"4h+k+khh+kph...";4;0;NA;NA;0;0;1;0;70;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"16859";"";"4h, k, s";"ok";160;"280000";"1750";"2012";"-1/1";"ei";"hyvä";"oma";"A2007";"37800";"4h+k+s";4;1;-1;1;0;0;0;1;8;1;"A";1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"16861";"";"4h+k+ruokailut....";"ok";87;"66000";"759";"1967";" ";"ei";"tyyd.";"oma";NA;"37800";"4h+k+ruokailut....";4;0;NA;NA;0;0;1;0;53;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16862";"";"4h, k, s, kella...";"ok";105;"92000";"876";"1956";" ";"ei";" ";"oma";"D2018";"37830";"4h+k+s+kella...";4;1;NA;NA;0;1;0;0;64;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"16863";"";"5h,k,rt,s,khh,2...";"ok";175;"186500";"1066";"1995";" ";"ei";" ";"oma";"D2018";"37830";"5h+k+rt+s+khh+2...";5;1;NA;NA;0;1;0;0;25;1;"D";0;0;0;1;0;0;0;0;0;0;0;1;0;0;1
"16864";"";"oh, 2mh, k, kph...";"ok";110;"154000";"1400";"1992";"-1/1";"ei";"hyvä";"oma";"E2018";"37830";"oh+2mh+k+kph...";NA;0;-1;1;0;0;0;1;28;1;"E";0;0;0;0;1;0;0;0;0;0;0;0;1;0;1
"16865";"";"Alakrs. 2h,k,wc...";"ok";136;"65000";"478";"1909";" ";"ei";"huono";"oma";NA;"37830";"alakrs.2h+k+wc...";2;0;NA;NA;0;0;0;0;111;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;1
"16866";"Viiala / koivisto";"3h,k,s";"rt";82;"98000";"1195";"1948";"1/2";"ei";" ";"oma";"F2013";"37830";"3h+k+s";3;1;1;2;0;1;0;0;72;1;"F";0;0;0;0;0;1;0;0;0;0;1;0;0;1;0
"16867";"";"3h,k,wc,kph,s,k...";"ok";80;"55000";"688";"1970";" ";"ei";"tyyd.";"oma";"E2018";"37830";"3h+k+wc+kph+s+k...";3;1;NA;NA;0;0;1;0;50;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;0;1
"16869";"Kärjenniemi";"5h, k, kph, s, ...";"ok";149;"130000";"872";"1957";" ";"ei";"tyyd.";"oma";NA;"37860";"5h+k+kph+s+...";5;1;NA;NA;0;0;1;0;63;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16870";"Kärjenniemi";"5h, k, ylä...";"ok";162;"318000";"1963";"2012";" ";"ei";"hyvä";"oma";"A2007";"37860";"5h+k+ylä...";5;0;NA;NA;0;0;0;1;8;1;"A";1;0;0;0;0;0;0;0;0;0;0;1;0;0;1
"16871";"Kärjenniemi";"5h,k,kph/wc,wc,...";"ok";147;"183000";"1245";"1920";" ";"ei";" ";"oma";NA;"37860";"5h+k+kph/wc+wc+...";5;0;NA;NA;0;1;0;0;100;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16872";"";"5h,k,saunaos, w...";"ok";120;"52500";"438";"1955";" ";"ei";"tyyd.";"oma";NA;"38100";"5h+k+saunaos+w...";5;1;NA;NA;0;0;1;0;65;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;1
"16873";"";"4h+k+s+k+khh+ta...";"ok";151;"176000";"1166";"1989";" ";"ei";"tyyd.";"oma";"E2018";"38100";"4h+k+s+k+khh+ta...";4;1;NA;NA;0;0;1;0;31;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;1
"16874";"";"4-5h+k+khh+wc+v...";"ok";150;"300000";"2000";"2006";"1/1";"ei";"hyvä";"oma";"C2018";"38100";"4-5h+k+khh+wc+v...";5;0;1;1;0;0;0;1;14;1;"C";0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
"16875";"Keskusta";"1h, kk";"kt";25;"43750";"1750";"1970";"3/3";"on";"huono";"oma";"F2013";"38200";"1h+kk";1;0;3;3;1;0;0;0;50;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"16876";"Marttila";"1h, kk, s";"rt";40;"53500";"1338";"1984";"1/1";"ei";"hyvä";"oma";"F2013";"38200";"1h+kk+s";1;1;1;1;0;0;0;1;36;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
"16878";"Keskusta";"1h, k, s";"kt";28;"40800";"1457";"1985";"3/3";"ei";"hyvä";"oma";"G2013";"38200";"1h+k+s";1;1;3;3;0;0;0;1;35;1;"G";0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"16879";"Keskusta";"1h+kk";"kt";33;"48000";"1455";"1963";"3/3";"ei";"hyvä";"oma";"F2018";"38200";"1h+kk";1;0;3;3;0;0;0;1;57;1;"F";0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
"16881";"Keskusta";"3h, k";"kt";68;"112000";"1647";"1971";"5/5";"on";"hyvä";"oma";"G2013";"38200";"3h+k";3;0;5;5;1;0;0;1;49;1;"G";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"16882";"Keskusta";"3h,k,kph";"kt";64;"128000";"2000";"1976";"4/4";"on";"hyvä";"oma";"G2013";"38200";"3h+k+kph";3;0;4;4;1;0;0;1;44;1;"G";0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
"16883";"Varila";"3h+k";"kt";77;"45000";"584";"1975";"2/3";"ei";"tyyd.";"vuokra";NA;"38200";"3h+k";3;0;2;3;0;0;1;0;45;0;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"16884";"Keskusta";"2-3h, k, s";"kt";77;"239000";"3104";"2019";"2/6";"on";"hyvä";"oma";"C2013";"38200";"2-3h+k+s";3;1;2;6;1;0;0;1;1;1;"C";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"16885";"Sileekallio";"3h, k, s";"rt";80;"65000";"813";"1980";"1/1";"ei";"huono";"oma";"E2013";"38200";"3h+k+s";3;1;1;1;0;0;0;0;40;1;"E";0;0;0;0;1;0;0;0;0;0;1;0;0;1;0
"16886";"Keskusta";"3h+k+s+parvi+wc...";"rt";80,5;"130000";"1615";"1990";"1/2";"ei";"hyvä";"oma";NA;"38200";"3h+k+s+parvi+wc...";3;1;1;2;0;0;0;1;30;1;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;1;0
"16887";"Keskusta";"3h, k";"kt";65;"89000";"1369";"1976";"3/5";"on";"tyyd.";"oma";NA;"38200";"3h+k";3;0;3;5;1;0;1;0;44;1;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"16888";"Keskusta";"3h+k+s";"kt";66;"89000";"1348";"1990";"1/3";"on";"hyvä";"oma";NA;"38200";"3h+k+s";3;1;1;3;1;0;0;1;30;1;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"16889";"Keskusta";"3h, k, s";"kt";64;"177000";"2766";"2014";"4/7";"on";"hyvä";"oma";"C2013";"38200";"3h+k+s";3;1;4;7;1;0;0;1;6;1;"C";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
"16890";"Keskusta";"3h+k";"kt";77;"65025";"844";"1970";"1/3";"ei";"tyyd.";"oma";NA;"38200";"3h+k";3;0;1;3;0;0;1;0;50;1;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"16891";"";"3h, k, rh, kph, s";"ok";73;"110000";"1507";"1949";" ";"ei";" ";"oma";NA;"38200";"3h+k+rh+kph+s";3;1;NA;NA;0;1;0;0;71;1;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
"16892";"";"3h,k,s,rt,th";"ok";103;"140000";"1359";"1974";"1/1";"ei";"hyvä";"oma";NA;"38200";"3h+k+s+rt+th";3;1;1;1;0;0;0;1;46;1;"missing";0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
"16893";"Varila";"2h,tupak,s";"rt";70;"179000";"2557";"2013";"1/1";"ei";"hyvä";"oma";"C2013";"38200";"2h+tupak+s";2;1;1;1;0;0;0;1;7;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;1;0
"16894";"Marttila";"2h+k+s+wc+vh+at...";"rt";60;"102000";"1700";"1990";"1/1";"ei";"tyyd.";"oma";NA;"38200";"2h+k+s+wc+vh+at...";2;1;1;1;0;0;1;0;30;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
"16895";"Varila";"2h+k+s+autokatos";"rt";62;"100000";"1613";"2001";"1/1";"ei";"hyvä";"oma";NA;"38200";"2h+k+s+autokatos";2;1;1;1;0;0;0;1;19;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
"16896";"Keskusta";"2h,kk,s";"kt";53;"155000";"2925";"2014";"5/8";"on";"hyvä";"oma";"A2007";"38200";"2h+kk+s";2;1;5;8;1;0;0;1;6;1;"A";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"16897";"Ojansuu";"2h,k,kph";"kt";62;"50000";"806";"1971";"2/4";"ei";"hyvä";"oma";"F2013";"38200";"2h+k+kph";2;0;2;4;0;0;0;1;49;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"16898";"Varila";"2h+k+s+varasto+...";"rt";51,5;"131000";"2544";"2016";"1/1";"ei";"hyvä";"oma";NA;"38200";"2h+k+s+varasto+...";2;1;1;1;0;0;0;1;4;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
"16899";"Keskusta";"2h+kk+s+las.p";"kt";44;"114000";"2591";"2000";"2/4";"on";"tyyd.";"oma";"C2018";"38200";"2h+kk+s+las.p";2;1;2;4;1;0;1;0;20;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"16900";"Keskusta";"2h,k,kph,lasit....";"kt";64;"67000";"1047";"1952";"2/3";"ei";" ";"oma";NA;"38200";"2h+k+kph+lasit....";2;0;2;3;0;1;0;0;68;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"16901";"Keskusta";"2h,k,kh";"kt";53;"119000";"2245";"1973";"1/5";"on";"hyvä";"oma";"F2013";"38200";"2h+k+kh";2;0;1;5;1;0;0;1;47;1;"F";0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
"16902";"Marttila";"2h+k+s+wc+vh+au...";"rt";60;"103000";"1717";"1990";"1/1";"ei";"tyyd.";"oma";NA;"38200";"2h+k+s+wc+vh+au...";2;1;1;1;0;0;1;0;30;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
"16903";"Keskusta";"2h, kk";"kt";43;"50000";"1163";"1962";"4/4";"on";"hyvä";"oma";"C2013";"38200";"2h+kk";2;0;4;4;1;0;0;1;58;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"16904";"Keskusta";"2h, k, s";"kt";77;"247160";"3210";"2019";"3/6";"on";"hyvä";"oma";"C2013";"38200";"2h+k+s";2;1;3;6;1;0;0;1;1;1;"C";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
"16905";"Keskusta";"2h,kk";"kt";42;"38000";"905";"1962";"3/3";"ei";"tyyd.";"oma";NA;"38200";"2h+kk";2;0;3;3;0;0;1;0;58;1;"missing";0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"16907";"Varila";"2h+k+s+wc+vh+va...";"rt";61,5;"122000";"1984";"1992";"1/1";"ei";"hyvä";"oma";"G2013";"38200";"2h+k+s+wc+vh+va...";2;1;1;1;0;0;0;1;28;1;"G";0;0;0;0;0;0;1;0;0;1;0;0;0;1;0
"16909";"Keskusta";"4h, k, s";"kt";92;"117000";"1272";"1987";"3/4";"on";" ";"oma";NA;"38200";"4h+k+s";4;1;3;4;1;1;0;0;33;1;"missing";0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"16911";"Marttila";"3-4h+k+s+ruokai...";"ok";116;"110000";"948";"1967";"1/1";"ei";"tyyd.";"oma";"E2018";"38200";"3-4h+k+s+ruokai...";4;1;1;1;0;0;1;0;53;1;"E";0;0;0;0;1;0;0;0;0;0;0;1;0;0;1
