objectid,posti_alue,vuosi,nimi,namn,kunta,kuntanro,pinta_ala,xcoord,ycoord
1919,65450,2020,Sulva,Solf,499,499,67720078.67212,229865.17570,6995857.31497
1920,65460,2020,Tölby-Rimal,Tölby-Rimal,499,499,15015142.95642,232709.34990,6997712.81253
1921,65470,2020,Rimal,Rimal,499,499,15062848.38550,234720.42932,6990418.65820
1922,65480,2020,Vikby,Vikby,499,499,10115533.46106,233936.91017,6998955.92412
1923,65520,2020,Helsingby,Helsingby,499,499,57614250.55200,238612.08936,6997989.43581
1924,65610,2020,Mustasaari Keskus,Korsholm centrum,499,499,23925152.40723,233112.07040,7011373.89036
1925,65630,2020,Karperö,Karperö,499,499,14746559.18335,232822.17282,7015757.78567
1926,65650,2020,Koskö,Koskö,499,499,21744062.03259,235076.46198,7017976.99121
1927,65710,2020,Singsby,Singsby,499,499,7367916.62708,230327.01255,7014966.01412
1928,65730,2020,Jungsund,Jungsund,499,499,22637277.20752,228882.73705,7017766.97628
1929,65760,2020,Iskmo,Iskmo,499,499,36376589.05896,227459.94014,7022406.96959
1930,65800,2020,Raippaluoto,Replot,499,499,47619570.35132,218517.52016,7024428.40628
1931,65870,2020,Björköby,Björköby,499,499,66363904.78040,214139.69435,7037181.38148
1932,65920,2020,Norra Vallgrund-Söderudden,Norra Vallgrund-Söderudden,499,499,35879413.24585,213175.65867,7022867.13415
1933,65930,2020,Södra Vallgrund,Södra Vallgrund,499,499,44159853.10303,209814.14953,7020803.94008
1934,65970,2020,Söderudden,Söderudden,499,499,51670685.70972,208143.42044,7030658.65362
1935,66100,2020,Maalahti,Malax,475,475,100846162.93408,220907.92822,6991847.42566
1936,66140,2020,Övermalax,Övermalax,475,475,139075618.86487,225149.20777,6981390.84572
1937,66160,2020,Långåminne,Långåminne,475,475,72831330.54199,233384.54192,6983909.22298
1938,66200,2020,Korsnäs Keskus,Korsnäs centrum,280,280,62698689.64783,204187.02651,6976879.51626
1939,66210,2020,Moikipää,Molpe,280,280,54354286.51941,208430.83953,6983719.03220
1940,66220,2020,Bergö,Bergö,475,475,43641895.07300,201389.58691,6998496.48275
1941,66230,2020,Korsbäck,Korsbäck,280,280,19370307.35828,208702.78862,6975137.89324
1942,66240,2020,Petolahti,Petalax,475,475,126957323.81763,216323.10960,6979520.86749
1943,66260,2020,Svarvar,Svarvar,475,475,41765659.48816,228616.42240,6974299.59108
1944,66270,2020,Pirttikylä-Sorvari,Pörtom-Svarvar,545,545,167673047.99902,224482.66787,6965786.33318
1945,66280,2020,Taklax,Taklax,280,280,64539596.72729,208150.48635,6968451.86961
1946,66290,2020,Harrström,Harrström,280,280,32555944.27234,201432.69394,6967015.48017
1947,66295,2020,Töjby,Töjby,545,545,59575541.75439,201415.69746,6961012.27277
1948,66300,2020,Jurva Keskus,Jurva centrum,301,301,150550701.93079,245226.68220,6963941.72395
1949,66320,2020,Niemenkylä,Niemenkylä,301,301,22100236.33105,239584.47870,6964251.45424
1950,66330,2020,Hakko,Hakko,301,301,80701859.31689,236636.41122,6967908.16460
1951,66340,2020,Sarvijoki,Sarvijoki,301,301,68138120.12476,234977.94622,6975599.14964
1952,66350,2020,Tainus,Tainus,301,301,66059978.93994,250421.86539,6966167.41031
1953,66360,2020,Kesti,Kesti,301,301,78487285.87280,239851.68606,6955094.12350
1954,66370,2020,Närvijoki,Närvijoki,301,301,42274269.59045,231100.50915,6957669.32549
1955,66400,2020,Laihia Keskus,Laihela centrum,399,399,80183274.31873,245689.71118,6992170.43980
1956,66420,2020,Ruto,Ruto,399,399,49379336.28516,240498.18172,6991849.86822
1957,66430,2020,Vedenoja,Vedenoja,905,905,6422170.03625,250156.85199,6994511.67034
1958,66440,2020,Tervajoki,Tervajoki,152,152,72898551.94385,255778.00268,6994992.88878
1959,66450,2020,Jakkula,Jakkula,399,399,133853713.95361,245553.00791,6982977.20070
1960,66460,2020,Haapala,Haapala,399,399,40046533.12793,248592.44788,6981482.87244
1961,66470,2020,Jukaja-Jokisalo,Jukaja-Jokisalo,399,399,172746762.47974,255415.86961,6976030.53115
1962,66500,2020,Vähäkyrö Keskus,Lillkyro centrum,905,905,109234620.43384,251664.24361,7002677.66790
1963,66510,2020,Merikaarto,Merikaarto,905,905,33578358.13367,245953.85599,7004604.91393
1964,66520,2020,Veikkaala,Veikars,499,499,48466399.82715,241976.50176,7007411.45566
1965,66530,2020,Koivulahti,Kvevlax,499,499,50083602.41602,239551.12167,7013491.49232
1966,66540,2020,Petsmo,Petsmo,499,499,45758595.30090,238210.51947,7023523.63657
1967,66550,2020,Västerhankmo,Västerhankmo,499,499,20149501.47754,242163.59666,7021030.38455
1968,66560,2020,Österhankmo,Österhankmo,499,499,29130326.02075,244922.88909,7021264.67489
1969,66580,2020,Kuni,Kuni,499,499,38456691.52222,246852.01340,7012664.64298
1970,66590,2020,Vassor,Vassor,499,499,17238350.31763,249101.14853,7015951.90101
1972,66640,2020,Maksamaa,Maxmo,946,946,149870368.07227,251177.59992,7027537.29826
1973,66660,2020,Bertby,Bertby,946,946,25183751.14868,258781.89623,7020265.99038
1989,66999,2020,Kaukaluoto,Koklot,499,499,27873912.33728,234216.07656,7029488.05827
1990,67100,2020,Kokkola Keskus,Karleby centrum,272,272,12806052.37146,308287.78339,7083516.24765
1991,67200,2020,Kiviniitty-Tullimäki,Kiviniitty-Tullimäki,272,272,3426694.59387,308535.14028,7086180.12765
1992,67300,2020,Halkokari,Halkokari,272,272,9709998.97461,308882.78514,7088825.17020
1993,67400,2020,Rytimäki,Ryttbacken,272,272,31286304.67224,312347.53695,7089365.23025
1994,67410,2020,Vitsari,Vittsar,272,272,23760834.72925,315794.70384,7086854.40423
1995,67500,2020,Sokoja,Såka,272,272,102524849.45557,316267.05248,7078059.67849
1996,67600,2020,Linnusperä-Kaustari,Linnusperä-Kaustar,272,272,23473321.82007,313528.55965,7081856.74138
1997,67700,2020,Kirkonmäki-Isokylä,Kyrkobacken-Storby,272,272,15827931.43274,309155.48473,7080991.33302
1998,67800,2020,Koivuhaka,Koivuhaka,272,272,18556446.08057,305411.53414,7082243.73244
1999,67900,2020,Ykspihjala,Yxpila,272,272,8933903.84082,305800.75732,7086530.59654
2000,68100,2020,Himanka Keskus,Himanka centrum,208,208,195909298.70239,342478.52324,7112596.01488
2001,68150,2020,Hillilä,Hillilä,208,208,32163561.50684,341178.16132,7104256.59219
2002,68210,2020,Marinkainen,Marinkainen,272,272,51660397.31421,327222.09292,7095281.87323
2003,68220,2020,Karhi,Karhi,272,272,13973021.13989,324936.18596,7100504.06458
2004,68230,2020,Lohtaja Keskus,Lochteå centrum,272,272,120388063.58789,330096.37176,7101373.51153
2005,68240,2020,Ala-Viirre,Ala-Viirre,272,272,49703242.39893,335799.00426,7101492.99890
2006,68300,2020,Kälviä Keskus,Kelviå centrum,272,272,304162286.20312,331979.59292,7082543.70966
2007,68320,2020,Ruotsalo,Ruotsalo,272,272,56380019.82837,319911.08022,7091080.83416
2013,68530,2020,Lepplax,Lepplax,599,599,31577208.47693,296677.33631,7067611.44929
2014,68550,2020,Öja,Öja,272,272,60525681.71606,298934.69699,7086165.71672
2015,68555,2020,Bosund,Bosund,440,440,23395027.16614,294488.06735,7087187.57233
2016,68560,2020,Eugmo,Eugmo,440,440,46477861.49390,290274.11861,7083968.99937
2017,68570,2020,Luoto,Larsmo,440,440,57618384.30957,288688.02117,7077473.62284
2018,68580,2020,Furuholmen,Furuholmen,440,440,3052345.93518,290249.56183,7071431.99700
2021,68630,2020,Kyrkostrand,Kyrkostrand,598,598,5313954.33240,285438.74697,7066041.47754
2022,68660,2020,Östermalm-Björnholmen,Östermalm-Björnholmen,598,598,5866567.16345,289688.09486,7069521.32155
2037,68999,2020,Rita,Rita,272,272,34524300.67896,325360.39439,7076349.40489
2038,69100,2020,Kannus Keskus,Kannus centrum,217,217,514424200.63110,348511.33891,7092737.26652
2039,69150,2020,Eskola,Eskola,217,217,95164131.76489,362164.49711,7089692.50337
2040,69170,2020,Yli-Kannus,Yli-Kannus,217,217,55575881.18359,354182.95366,7084302.36540
2041,69300,2020,Toholampi Keskus,Toholampi centrum,849,849,212463249.97070,369623.05648,7074226.85723
2042,69310,2020,Laitala,Laitala,849,849,112483558.31274,359053.72824,7078582.79372
2197,74230,2020,Salahmi,Salahmi,925,925,118832948.62793,495448.61873,7078349.32467
2198,74240,2020,Marttisenjärvi,Marttisenjärvi,925,925,72392576.24146,496393.81983,7086393.03507
2199,74250,2020,Nissilä,Nissilä,925,925,198270865.04492,490387.13228,7093774.34971
2202,74340,2020,Sukeva-Kainuunmäki,Sukeva-Kainuunmäki,762,762,343431034.78516,520859.28268,7084029.26138
2203,74345,2020,Kalliosuo,Kalliosuo,762,762,69350576.84790,525400.49413,7088433.39998
2226,74940,2020,Remeskylä-Tihilänkangas,Remeskylä-Tihilänkangas,263,263,31145932.48853,472390.47847,7074379.92320
2227,74980,2020,Tihilänkangas,Tihilänkangas,263,263,20315846.55127,472593.75924,7085030.34363
2236,75790,2020,Rumo,Rumo,541,541,112326381.33960,575208.36883,7076900.97789
2240,75940,2020,Mujejärvi,Mujejärvi,541,541,5821550.00903,620095.52268,7080648.65821
2462,84100,2020,Ylivieska Keskus,Ylivieska centrum,977,977,252257959.38379,378709.64261,7105801.96449
2463,84460,2020,Tuomiperä,Tuomiperä,977,977,101304685.24756,387126.27456,7115474.00572
2464,84540,2020,Vähäkangas,Vähäkangas,977,977,43833086.25562,387446.50842,7106987.03464
2465,84650,2020,Kantokylä,Kantokylä,977,977,85055083.09692,395063.79763,7109057.69247
2466,84770,2020,Isokoski,Isokoski,977,977,5206327.22803,391304.26487,7100876.42495
2467,84880,2020,Raudaskylä,Raudaskylä,977,977,101386154.50635,392873.43955,7099463.27989
2468,85100,2020,Kalajoki Keskus,Kalajoki centrum,208,208,190787161.64502,352585.87939,7130062.98636
2469,85120,2020,Metsä,Metsä,208,208,74052019.88696,362786.59973,7132635.39581
2470,85140,2020,Tynkä,Tynkä,208,208,116291746.37622,358213.02492,7121198.16229
2471,85150,2020,Typpö,Typpö,208,208,78225917.85229,356745.52911,7112830.91280
2472,85160,2020,Rautio,Rautio,208,208,127477768.60767,363695.85881,7106314.40578
2473,85180,2020,Rahja,Rahja,208,208,51231107.33154,342865.77345,7121924.42445
2474,85200,2020,Alavieska Keskus,Alavieska centrum,009,9,156532167.21899,372767.22974,7120467.32744
2475,85210,2020,Kähtävä,Kähtävä,009,9,44349697.58569,369314.90959,7112692.90188
2476,85230,2020,Talus,Talus,009,9,64022615.11011,368788.74385,7126627.79951
2477,85310,2020,Sievi Asemanseutu,Sievi stationsamhälle,746,746,82382196.67334,367272.65728,7098191.81900
2478,85320,2020,Markkula,Markkula,746,746,49247290.77612,370179.69830,7092833.39647
2479,85340,2020,Jyrinki,Jyrinki,746,746,46982237.61792,375931.02180,7093245.94063
2480,85410,2020,Sievi Keskus,Sievi centrum,746,746,109527327.86694,375699.28661,7085214.17696
2481,85430,2020,Koivisto,Koivisto,746,746,55729521.25659,382749.45781,7091239.26603
2482,85450,2020,Joenkylä,Joenkylä,746,746,68805807.97192,390930.98377,7083096.65651
2483,85470,2020,Kiiskilampi,Kiiskilampi,746,746,267079429.77441,386263.02575,7074830.58172
2484,85500,2020,Nivala Keskus,Nivala Keskus,535,535,178065416.61865,399689.41861,7090895.28730
2485,85540,2020,Mönkö,Mönkö,535,535,45073079.61523,390586.80657,7092264.87099
2486,85560,2020,Ainastalo,Ainastalo,535,535,83059228.53540,400244.55809,7078995.42665
2487,85580,2020,Karvoskylä,Karvoskylä,535,535,108850566.32178,408971.39354,7082060.89371
2488,85620,2020,Sarja,Sarja,535,535,81847702.58179,406248.56770,7100762.30855
2489,85630,2020,Sarjanahde,Sarjanahde,535,535,25402796.47925,405022.77609,7090455.04992
2490,85640,2020,Maliskylä,Maliskylä,535,535,56717130.57617,410793.01727,7093699.24635
2491,85660,2020,Ruuskankylä,Ruuskankylä,535,535,35427121.70996,415980.51959,7091150.80378
2492,85710,2020,Parkkila,Parkkila,069,69,139732949.40259,425118.12596,7082452.65275
2493,85730,2020,Tulppo,Tulppo,069,69,52755174.59937,432028.59085,7084614.68073
2495,85820,2020,Oksava,Oksava,069,69,124820700.55811,412967.15451,7077640.30419
2501,86100,2020,Pyhäjoki Keskus,Pyhäjoki centrum,625,625,235358743.69824,378642.97312,7148265.71919
2502,86110,2020,Parhalahti,Parhalahti,625,625,37456751.60425,372414.71739,7155183.39644
2503,86160,2020,Pirttikoski,Pirttikoski,625,625,57888369.64844,371714.46606,7144506.17271
2504,86170,2020,Yppäri,Yppäri,625,625,102794283.47363,362032.84228,7142913.93539
2505,86210,2020,Petäjäskoski,Petäjäskoski,563,563,32937479.38281,382649.10677,7126043.00580
2506,86220,2020,Merijärvi Keskus,Merijärvi centrum,483,483,102611472.74146,374037.23970,7132214.74718
2507,86230,2020,Ylipää,Ylipää,483,483,92015854.93628,383512.40864,7137126.04442
2508,86240,2020,Pyhänkoski,Pyhänkoski,483,483,60499326.37891,374227.24475,7138282.72120
2509,86300,2020,Oulainen Keskus,Oulainen centrum,563,563,358671046.41284,393380.13328,7129178.73475
2510,86350,2020,Kilpua,Kilpua,563,563,51759866.88989,405352.15696,7135273.83890
2511,86360,2020,Ilveskorpi,Ilveskorpi,678,678,55569719.60571,406609.84174,7140157.16990
2512,86400,2020,Vihanti Keskus,Vihanti centrum,678,678,345269924.52295,400499.97547,7151656.69472
2513,86440,2020,Lampinsaari,Lampinsaari,678,678,20356380.96826,409896.92243,7144163.16478
2514,86460,2020,Alpua,Alpua,678,678,112568655.62549,417577.81777,7144278.06105
2515,86470,2020,Lumimetsä,Lumimetsä,678,678,79529473.49268,414795.75193,7136044.83373
2516,86480,2020,Karhukangas,Karhukangas,071,71,47118101.78198,423309.02980,7134572.06911
2517,86510,2020,Matkaniva,Matkaniva,563,563,108408904.79199,403992.64223,7125118.90577
2518,86530,2020,Annonen,Annonen,071,71,80916966.33276,406303.44274,7119301.63357
2519,86550,2020,Mieluskylä,Mieluskylä,071,71,63622424.42334,410307.87513,7117148.33952
2520,86600,2020,Haapavesi Keskus,Haapavesi centrum,071,71,546587539.79395,418928.07563,7115541.87227
2521,86650,2020,Kytökylä-Joutenniva,Kytökylä-Joutenniva,071,71,128681281.26953,431291.62848,7108801.47355
2522,86680,2020,Vatjusjärvi,Vatjusjärvi,071,71,64981837.84302,418748.92986,7105347.19450
2523,86690,2020,Karsikas,Karsikas,071,71,113838106.61426,420223.92862,7096187.72328
2524,86710,2020,Kärsämäki Keskus,Kärsämäki centrum,317,317,828063517.09473,447686.05812,7092503.96297
2525,86790,2020,Venetpalo,Venetpalo,317,317,5046634.39917,441392.50630,7083227.18647
2529,86870,2020,Vesikoski,Vesikoski,626,626,139087791.73022,448217.62966,7076308.63075
2532,87100,2020,Kajaani Keskus,Kajana centrum,205,205,11519543.05225,532923.57263,7123649.33100
2533,87150,2020,Purola,Purola,205,205,1935961.91699,533946.62130,7122189.65065
2534,87200,2020,Teppana,Teppana,205,205,4581003.56348,535396.36408,7123575.72205
2535,87250,2020,Kättö-Kätönlahti,Kättö-Kätönlahti,205,205,28884158.39795,539362.75329,7124272.01875
2536,87300,2020,Palokangas,Palokangas,205,205,1086277.12158,535262.75792,7120547.28552
2537,87400,2020,Petäisenniska,Petäisenniska,205,205,2538588.69604,537556.32273,7121519.32166
2538,87500,2020,Lehtikangas,Lehtikangas,205,205,23689037.71582,538587.06174,7119611.48966
2539,87700,2020,Lohtaja-Kettu,Lohtaja-Kettu,205,205,12103184.93774,532305.91109,7120425.14993
2540,87800,2020,Vuoreslahti,Vuoreslahti,205,205,530833704.64233,520259.43712,7117483.08697
2541,87830,2020,Nakertaja,Nakertaja,205,205,9395745.37134,532929.99007,7125760.52475
2542,87850,2020,Paltaniemi,Paltaniemi,205,205,25453077.75122,532463.49826,7129504.76747
2543,87900,2020,Karankalahti,Karankalahti,205,205,731587696.40918,535067.58121,7099594.00393
2544,87910,2020,Linnantaus,Linnantaus,205,205,16907961.13525,536388.60622,7127834.91840
2545,87930,2020,Salmijärvi,Salmijärvi,205,205,33090711.72144,539257.93356,7132245.66544
2546,87950,2020,Kuluntalahti,Kuluntalahti,205,205,67116924.20728,544183.23562,7126167.67945
2547,87970,2020,Jormua,Jormua,205,205,80481059.75513,547004.16459,7132463.29435
2548,88120,2020,Tuhkakylä,Tuhkakylä,765,765,239237510.59790,555591.76392,7093342.42642
2549,88200,2020,Otanmäki-Kytökoski,Otanmäki-Kytökoski,205,205,341820811.32446,501718.61598,7105221.16630
2550,88270,2020,Vuolijoki Keskus,Vuolijoki centrum,205,205,435740148.03491,497267.07115,7120698.88386
2551,88300,2020,Paltamo Keskus,Paltamo centrum,578,578,530797312.71216,530039.02596,7143425.10896
2552,88310,2020,Melalahti,Melalahti,578,578,100768860.65527,530098.06109,7146987.60192
2553,88340,2020,Manamansalo,Manamansalo,785,785,280268615.72876,504173.96567,7138508.68636
2554,88350,2020,Kivesjärvi,Kivesjärvi,578,578,131242356.19922,518649.77045,7149714.17010
2555,88380,2020,Mieslahti,Mieslahti,578,578,90879380.89233,549161.77769,7143543.75162
2556,88400,2020,Ristijärvi Keskus-Hiisijärvi,Ristijärvi centrum-Hiisijärvi,697,697,838079152.50513,563699.47919,7152561.04844
2557,88440,2020,Jokikylä,Jokikylä,697,697,18892467.66553,563737.14172,7158641.97224
2558,88460,2020,Hiisijärvi,Hiisijärvi,697,697,147639677.98267,582936.84057,7139622.18382
2559,88470,2020,Kontiomäki,Kontiomäki,578,578,76798627.14795,548876.74379,7136904.48886
2560,88490,2020,Pohjavaara,Pohjavaara,765,765,90219196.73584,551310.22226,7122428.11279
2561,88530,2020,Paakki,Paakki,765,765,94221239.45361,559725.99161,7132631.79409
2562,88600,2020,Sotkamo Keskus,Sotkamo centrum,765,765,1515978332.72119,581612.67453,7106806.99219
2563,88610,2020,Vuokatti,Vuokatti,765,765,207997146.43652,562011.48366,7121066.84146
2564,88615,2020,Vuokatin Urheiluopisto,Vuokatti idrottsinstitut,765,765,190618.43286,562520.83890,7113204.05249
2565,88620,2020,Korholanmäki,Korholanmäki,765,765,213996930.36865,547914.94707,7110944.35895
2566,88640,2020,Ontojoki,Ontojoki,765,765,31864825.08447,590639.04455,7107904.60192
2567,88670,2020,Juurikkalahti-Maanselkä,Juurikkalahti-Maanselkä,765,765,120543025.82690,562863.62736,7099133.01856
2568,88690,2020,Maanselkä,Maanselkä,765,765,158030764.40210,567577.71173,7082842.26394
2569,88730,2020,Ylä-Vieksi,Ylä-Vieksi,290,290,266173719.95605,600990.57993,7135526.51352
2570,88740,2020,Härmänkylä-Iivantiira,Härmänkylä-Iivantiira,290,290,212458207.52954,599116.09694,7146597.37607
2571,88760,2020,Iivantiira,Iivantiira,290,290,257181439.67407,618669.06025,7147186.94212
2572,88820,2020,Katerma,Katerma,290,290,4778395.16187,599087.31788,7110269.45389
2573,88900,2020,Kuhmo Keskus,Kuhmo centrum,290,290,4034475690.93115,633190.69211,7107859.92852
2574,88930,2020,Lentiira-Kuumu,Lentiira-Kuumu,290,290,728534132.08740,635312.32285,7151331.90675
2575,88940,2020,Kuumu,Kuumu,290,290,75618821.54541,625579.68560,7164283.22737
2576,89110,2020,Törmänmäki,Törmänmäki,620,620,156288051.13159,535131.94149,7161203.58415
2577,89140,2020,Kotila-Törmänmäki,Kotila-Törmänmäki,620,620,91116640.63696,545452.61688,7172400.09229
2578,89200,2020,Puolanka Keskus,Puolanka centrum,620,620,1779412407.29541,534259.90486,7195116.57321
2579,89210,2020,Puokiovaara,Puokiovaara,620,620,279846123.74438,515712.02521,7177184.39745
2580,89320,2020,Joukokylä,Joukokylä,620,620,154428137.38599,549244.35331,7213597.13599
2581,89330,2020,Suolijärvi,Suolijärvi,620,620,181233876.73169,549291.12282,7226549.72946
2582,89400,2020,Hyrynsalmi Keskus,Hyrynsalmi centrum,105,105,1106006821.77686,572131.05551,7173517.88614
2583,89430,2020,Hoikka,Hoikka,105,105,32404724.76050,579107.84941,7179110.13895
2584,89440,2020,Sakara,Sakara,777,777,66501167.37964,582498.96982,7186143.15035
2585,89540,2020,Moisiovaara,Moisiovaara,105,105,258640030.90918,604886.43401,7163493.07425
2586,89560,2020,Karhuvaara,Karhuvaara,105,105,149579309.93359,598320.78333,7154853.76245
2587,89600,2020,Ämmänsaari,Ämmänsaari,777,777,1467954847.90234,591428.57961,7192348.50353
2588,89610,2020,Jumaliskylä,Jumaliskylä,777,777,26433591.22876,607913.24950,7178251.10316
2589,89640,2020,Pesiökylä,Pesiökylä,777,777,60166055.05151,575365.87054,7205808.80018
2590,89660,2020,Takalo,Takalo,777,777,221133737.04858,575162.26901,7218172.56905
2591,89670,2020,Näljänkä,Näljänkä,777,777,422294695.01831,569040.71628,7233878.79843
2592,89680,2020,Vaaranniva,Vaaranniva,777,777,167150490.23877,560683.26169,7221998.69864
2593,89730,2020,Ahjola,Ahjola,777,777,99064663.87939,586303.50866,7231001.95179
2594,89740,2020,Kianta,Kianta,777,777,117331367.49194,596659.71678,7229100.46336
2595,89760,2020,Piispajärvi-Peranka-Kaikkoinen,Piispajärvi-Peranka-Kaikkoinen,777,777,303459931.77661,593744.94329,7242487.14605
2596,89770,2020,Peranka,Peranka,777,777,184175011.33496,596122.78589,7257291.89314
2597,89780,2020,Kaikkonen,Kaikkonen,777,777,109566932.83911,579927.97779,7249471.38304
2598,89800,2020,Suomussalmi Keskus,Suomussalmi centrum,777,777,1217180387.44678,608771.46754,7209865.18192
2599,89830,2020,Ala-Vuokki,Ala-Vuokki,777,777,60069077.58740,620262.39233,7182571.90525
2600,89840,2020,Ylä-Vuokki,Ylä-Vuokki,777,777,430132965.26660,636544.97893,7178070.71776
2601,89920,2020,Ruhtinansalmi,Ruhtinansalmi,777,777,936853514.86377,617356.10620,7244737.82411
2602,90100,2020,Oulu Keskus,Uleåborg centrum,564,564,1681016.88184,427853.49515,7210836.29612
2603,90120,2020,Heinäpää,Heinäpää,564,564,1205556.37524,427167.78655,7209798.21436
2604,90130,2020,Raksila,Raksila,564,564,2235692.66016,429060.09829,7210938.38913
2605,90140,2020,Karjasilta,Karjasilta,564,564,1579473.64966,428740.15667,7209488.61033
2606,90150,2020,Höyhtyä,Höyhtyä,564,564,2992777.38867,428889.37526,7208008.68898
2607,90220,2020,Kontinkangas,Kontinkangas,564,564,1054337.62695,430120.60344,7209954.19134
2608,90230,2020,Värttö-Maikkula,Värttö-Maikkula,564,564,4015461.62500,430915.20538,7210009.72339
2609,90240,2020,Iinatti,Iinatti,564,564,8774323.41504,432453.80667,7206985.62344
2610,90250,2020,Kaukovainio,Kaukovainio,564,564,3541909.39185,430215.24366,7207977.44715
2611,90310,2020,Madekoski,Madekoski,564,564,81657077.65039,438277.19615,7199382.10854
2612,90400,2020,Äimärautio,Äimärautio,564,564,5713626.90625,426768.96120,7208613.48392
2613,90410,2020,Kaakkuri,Kaakkuri,564,564,10072271.78613,429552.35488,7204864.20732
2614,90420,2020,Metsokangas,Metsokangas,564,564,9676614.21997,432180.70722,7203839.71800
2615,90440,2020,Kempele Keskus,Kempele centrum,244,244,39051845.41235,428841.89373,7198544.46057
2616,90450,2020,Honkanen,Honkanen,244,244,46875585.86792,433686.24254,7196429.88412
2617,90460,2020,Oulunsalo Keskus,Oulunsalo centrum,564,564,52933969.55322,422118.39791,7201900.46816
2618,90470,2020,Varjakka,Varjakka,564,564,28239215.60425,418542.11195,7206966.72506
2619,90480,2020,Hailuoto,Hailuoto,072,72,200246234.86401,394451.12951,7213140.45677
2620,90500,2020,Tuira,Tuira,564,564,1897808.91455,428243.18304,7212179.26437
2621,90510,2020,Hietasaari,Hietasaari,564,564,4192417.50684,425609.28414,7211675.14972
2622,90520,2020,Taskila-Toppila,Taskila-Toppila,564,564,3718174.45459,426179.67423,7214339.02614
2623,90530,2020,Välivainio,Välivainio,564,564,2283164.74780,428134.22763,7213139.59439
2624,90540,2020,Kuivasjärvi,Kuivasjärvi,564,564,28198919.33130,430565.63658,7218691.83733
2625,90550,2020,Pyykösjärvi-Puolivälikangas,Pyykösjärvi-Puolivälikangas,564,564,2278435.14111,429068.91407,7213920.45908
2626,90560,2020,Koskela-Oulu,Koskela-Uleåborg,564,564,1579501.07227,427043.37946,7214679.29225
2627,90570,2020,Kaijonharju-Linnanmaa,Kaijonharju-Linnanmaa,564,564,5704167.88037,428630.43937,7215552.10598
2628,90580,2020,Rajakylä,Rajakylä,564,564,3434389.30127,425561.17392,7216547.06703
2629,90590,2020,Teknologiakylä,Teknologiakylä,564,564,929852.35400,426924.11172,7216086.32059
2630,90620,2020,Rusko-Heikinharju,Rusko-Heikinharju,564,564,15996005.70142,432232.43899,7215284.93923
2631,90630,2020,Korvensuora,Korvensuora,564,564,28797675.44434,437170.98823,7213755.44971
2632,90650,2020,Haapalehto,Haapalehto,564,564,8459281.30737,432058.70184,7210734.32140
2633,90660,2020,Sanginsuu,Sanginsuu,564,564,144663655.77515,443982.91882,7205805.90576
2634,90670,2020,Hiukkavaara,Hiukkavaara,564,564,23385398.60400,436062.46227,7210654.75164
2635,90800,2020,Pateniemi,Pateniemi,564,564,10320549.41504,425219.72762,7219378.87330
2636,90810,2020,Kiviniemi,Kiviniemi,564,564,18507868.76367,420121.99900,7222909.81928
2637,90820,2020,Kello,Kello,564,564,64039603.18286,424082.62111,7223571.26041
2638,90830,2020,Haukipudas Keskus,Haukipudas centrum,564,564,43820951.84814,423310.09469,7229731.61431
2639,90840,2020,Haukipudas Asemanseutu,Haukipudas stationsamhälle,564,564,117467642.67822,432097.75037,7232560.23914
2640,90850,2020,Martinniemi,Martinniemi,564,564,10981527.38599,421119.32609,7233596.19295
2641,90860,2020,Halosenniemi,Halosenniemi,564,564,30959534.24829,425150.52361,7236204.70428
2642,90900,2020,Kiiminki Keskus,Kiiminki centrum,564,564,352389984.60474,446583.30224,7226898.13682
2643,90910,2020,Kontio,Kontio,564,564,70272544.35254,435507.41292,7225769.31821
2644,90940,2020,Jääli,Jääli,564,564,43865207.77246,438026.84904,7218936.44684
2645,91100,2020,Ii Keskus,Ii centrum,139,139,131600902.64990,423768.42223,7246185.47269
2646,91110,2020,Ii Asemanseutu,Ii stationsamhälle,139,139,57279867.36108,430337.56542,7246112.19222
2647,91140,2020,Olhava,Olhava,139,139,244559827.40552,429517.77572,7261431.55084
2648,91150,2020,Yli-Olhava,Yli-Olhava,139,139,194022329.84912,437463.23866,7271245.33958
2649,91200,2020,Yli-Ii Keskus,Yli-Ii centrum,564,564,382928772.49609,444546.39086,7253497.49133
2650,91210,2020,Jakkukylä,Jakkukylä,139,139,68359170.75195,436107.28960,7241356.77580
2651,91240,2020,Tannila,Tannila,564,564,268169512.21606,457677.18806,7264206.41560
2652,91260,2020,Pahkakoski-Räinä,Pahkakoski-Räinä,564,564,171309850.10791,460170.16460,7246793.39239
2653,91300,2020,Ylikiiminki Keskus,Ylikiiminki centrum,564,564,957300692.70972,468875.01917,7210392.47001
2654,91310,2020,Arkala,Arkala,564,564,216365262.72900,458613.87065,7234867.23110
2655,91410,2020,Jokirinne,Jokirinne,494,494,21851668.56982,448134.91981,7197569.52670
2656,91430,2020,Leppiniemi,Leppiniemi,494,494,3688891.34155,454889.05281,7191318.83024
2657,91500,2020,Muhos Keskus,Muhos centrum,494,494,603163952.45947,457159.47102,7184127.20365
2658,91510,2020,Rova,Rova,494,494,31265110.62207,444406.72526,7193725.62936
2659,91560,2020,Kylmälänkylä,Kylmälänkylä,494,494,88991077.73267,465288.03401,7159218.68128
2660,91600,2020,Utajärvi Keskus,Utajärvi centrum,889,889,533180602.69312,478993.77702,7179736.38163
