objectid,posti_alue,vuosi,nimi,namn,kunta,kuntanro,pinta_ala,xcoord,ycoord
1386,46800,2020,Myllykoski,Myllykoski,286,286,58159508.03296,490777.16805,6740411.56926
1387,46810,2020,Ummeljoki,Ummeljoki,286,286,62971483.66455,484670.49486,6736327.07953
1388,46860,2020,Anjalankoski Keskus,Anjalankoski centrum,286,286,11915222.38989,491254.21035,6734741.43476
1389,46900,2020,Inkeroinen,Inkeroinen,286,286,68350358.98413,493856.25447,6728134.19705
1390,46910,2020,Anjala,Anjala,286,286,33163286.80933,488094.48449,6728644.37705
1391,46930,2020,Huruksela,Huruksela,285,285,39956891.76196,488778.34056,6721621.48010
1392,46950,2020,Ahvio,Ahvio,286,286,14339752.42822,485376.17452,6721486.49841
1393,46960,2020,Muhniemi,Muhniemi,286,286,61683699.27954,482044.16837,6729155.11294
1394,47110,2020,Löytty,Löytty,286,286,9411956.63794,478102.89592,6735489.45189
1395,47150,2020,Raussila,Raussila,286,286,28817983.04053,476920.07583,6725051.82399
1396,47200,2020,Elimäki kk,Elimäki kb,286,286,166322116.60913,470313.08347,6731887.72166
1397,47260,2020,Ratula,Ratula,286,286,23219139.89453,471298.25283,6724791.77240
1398,47310,2020,Haapa-Kimola,Haapa-Kimola,142,142,59730879.07690,461470.41125,6738380.68326
1399,47350,2020,Kimonkylä,Kimonkylä,407,407,27123481.29590,460629.47433,6731324.19321
1400,47400,2020,Kausala,Kausala,142,142,167612040.14648,465550.73920,6749302.18409
1401,47440,2020,Sääskjärvi,Sääskjärvi,142,142,24800534.21094,459011.56835,6743418.10848
1402,47450,2020,Perheniemi,Perheniemi,142,142,40784795.37866,454476.93146,6746264.91888
1403,47460,2020,Hiisiö,Hiisiö,142,142,2367583.02930,454021.68732,6752877.83434
1404,47490,2020,Mankala-Hiisiö,Mankala-Hiisiö,142,142,106749778.77295,456345.95804,6758017.97736
1405,47520,2020,Iitti kk,Iitti kb,142,142,14725342.43042,466607.04624,6756568.44371
1406,47540,2020,Löyttilä,Löyttilä,142,142,46153825.74121,471035.88768,6758801.26640
1407,47610,2020,Kymentaka,Kymentaka,142,142,59559538.07666,464463.13077,6760964.15343
1408,47650,2020,Kimola,Kimola,286,286,53730746.29419,463148.22965,6767501.74656
1409,47710,2020,Jaala kk,Jaala kb,286,286,275015939.15088,469194.92154,6776403.92735
1410,47760,2020,Huhdasjärvi,Huhdasjärvi,286,286,153316333.36182,477820.74398,6786097.48684
1411,47810,2020,Selänpää,Selänpää,286,286,87764749.24438,484330.47999,6771121.57136
1412,47830,2020,Hasula,Hasula,286,286,15076735.80884,481643.00959,6767659.19530
1413,47850,2020,Verla,Verla,286,286,53793335.29077,479006.04584,6771757.15705
1414,47900,2020,Vuohijärvi,Vuohijärvi,286,286,58033499.44751,489001.20313,6776619.48003
1415,47910,2020,Hillosensalmi,Hillosensalmi,286,286,54765072.38843,487761.88290,6784573.39813
1416,48100,2020,Kotkansaari,Kotkansaari,285,285,33862142.54321,500051.74882,6695257.18167
1417,48130,2020,Katariina,Katariina,285,285,1025443.91650,496764.16340,6701823.25760
1418,48200,2020,Hovinsaari,Hovinsaari,285,285,2940863.35205,496177.68551,6704914.55909
1419,48210,2020,Toukolan Sairaala-Alue,Toukola sjukhusområde,285,285,434502.62842,495261.61514,6704139.84815
1420,48220,2020,Metsola,Metsola,285,285,1723340.57178,494835.43922,6705300.30518
1421,48230,2020,Korela-Jylppy,Korela-Jylppy,285,285,2677919.77197,494433.10426,6706653.30232
1422,48300,2020,Ruonala,Ruonala,285,285,4503499.41724,492116.46439,6704196.72852
1423,48310,2020,Mussalo,Mussalo,285,285,14977053.83105,493717.01539,6700450.85301
1424,48350,2020,Karhuvuori,Karhuvuori,285,285,1506421.93115,491982.12948,6705318.69694
1425,48400,2020,Sutela,Sutela,285,285,5669718.52295,492430.32726,6706683.02077
1426,48410,2020,Kaukola,Kaukola,285,285,42342344.28394,489511.79044,6711895.96650
1427,48600,2020,Karhula,Karhula,285,285,9846247.72119,496366.80203,6708827.11949
1428,48700,2020,Kyminlinna,Kyminlinna,285,285,2286637.48901,494270.04847,6708488.01876
1429,48710,2020,Koivula,Koivula,285,285,2666739.57861,493346.88355,6709600.92039
1430,48720,2020,Kymi,Kymi,285,285,37559578.81616,493477.31871,6715060.69619
1431,48750,2020,Nikeli,Nikeli,285,285,6032663.74536,491332.23844,6714962.97382
1432,48770,2020,Ristinkallio,Ristinkallio,285,285,3916436.67310,497371.62584,6711493.49285
1433,48800,2020,Otsola-Mäntykangas,Otsola-Mäntykangas,285,285,3235523.35718,498462.46393,6710287.60983
1434,48810,2020,Rantahaka,Rantahaka,285,285,16444701.89160,499638.97789,6712257.30926
1435,48900,2020,Sunila,Sunila,285,285,3332686.17725,497737.52779,6706449.86497
1436,48910,2020,Suulisniemi,Suulisniemi,285,285,2789461.95703,498970.54246,6707479.71803
1437,48930,2020,Tiutinen,Tiutinen,285,285,769354.50244,499066.24753,6703514.19811
1438,49200,2020,Heinlahti,Heinlahti,624,624,27113526.35742,488334.09397,6706424.90081
1439,49210,2020,Huutjärvi,Huutjärvi,624,624,1479246.95190,486166.02771,6705603.85688
1440,49220,2020,Siltakylä,Broby,624,624,106604758.41553,481203.71074,6705919.61917
1441,49240,2020,Purolanlahti,Svartbäckfjärden,624,624,29055476.20532,480908.54299,6702639.85290
1442,49270,2020,Pyhtää kk,Pyttis kb,624,624,72915954.83838,474882.03245,6707458.21152
1443,49290,2020,Vastila,Vastila,624,624,92855650.39990,480748.83176,6718471.62004
1444,49300,2020,Tavastila,Tavastila,285,285,22249525.19214,498436.53972,6716695.47554
1445,49340,2020,Juurikorpi,Juurikorpi,285,285,25564696.62964,495931.76104,6720231.44141
1446,49400,2020,Hamina Keskus,Fredrikshamn centrum,075,75,122081811.98804,514630.66000,6715105.50419
1447,49410,2020,Poitsila,Poitsila,075,75,2829051.81299,508034.11532,6715129.71044
1448,49420,2020,Uusi-Summa,Uusi-Summa,075,75,6701866.79321,506870.04967,6712706.79740
1449,49460,2020,Hillo,Hillo,075,75,9114825.49146,508614.00481,6711580.55641
1450,49480,2020,Vanha-Summa,Vanha-Summa,075,75,13327339.82031,506049.49458,6712580.05723
1451,49490,2020,Neuvoton,Neuvoton,075,75,18763385.41333,502848.77031,6712831.25599
1452,49510,2020,Husula,Husula,075,75,11316858.63672,508853.45488,6719789.14347
1453,49520,2020,Reitkalli,Reitkalli,075,75,30915104.24536,504473.50223,6718927.90719
1454,49540,2020,Metsäkylä,Metsäkylä,075,75,53961986.97754,502336.67809,6723515.76044
1455,49570,2020,Kannusjärvi,Kannusjärvi,075,75,75458408.33740,509837.36068,6729790.60781
1456,49610,2020,Sivatti,Sivatti,075,75,2021534.79028,512965.34430,6717301.41996
1457,49630,2020,Vehkajoki,Vehkajoki,075,75,6307858.32959,513275.73282,6721105.52411
1458,49640,2020,Paijärvi,Paijärvi,075,75,34835924.56641,515713.14937,6723942.95718
1459,49660,2020,Pyhältö,Pyhältö,075,75,193482634.99536,520240.08144,6736340.26485
1460,49700,2020,Miehikkälä Kirkonkylä,Miehikkälä kb,489,489,106719236.22241,540210.29222,6728185.21277
1461,49720,2020,Hurttala,Hurttala,489,489,35772430.40503,541516.79710,6732586.93722
1462,49730,2020,Muurikkala,Muurikkala,489,489,65001020.82129,548242.92372,6725856.60596
1463,49750,2020,Kalliokoski,Kalliokoski,489,489,32420957.64819,532388.69273,6726773.64541
1464,49760,2020,Suur-Miehikkälä,Suur-Miehikkälä,489,489,44450573.59058,530237.38959,6732696.99682
1465,49770,2020,Salo-Miehikkälä,Salo-Miehikkälä,489,489,46078069.77051,526545.51273,6726740.17722
1466,49780,2020,Onkamaa,Onkamaa,075,75,56445043.01880,521179.96591,6724969.99953
1467,49840,2020,Mäntlahti,Mäntlahti,075,75,25939302.96997,520643.38074,6706925.64731
1468,49860,2020,Klamila,Klamila,935,935,75082886.95898,524184.02961,6710427.87284
1469,49900,2020,Virolahti Keskus,Virolahti centrum,935,935,159966453.38184,536853.00617,6716000.55786
1470,49930,2020,Vaalimaa,Vaalimaa,935,935,24780951.31812,545387.78920,6718304.64010
1471,49960,2020,Ala-Pihlaja,Ala-Pihlaja,935,935,47362100.88135,531539.39128,6714567.49781
1472,49980,2020,Ravijoki,Ravijoki,935,935,69877043.19507,527081.86875,6714576.96323
1473,50100,2020,Mikkeli Keskus,S:t Michel centrum,491,491,9623484.26196,514195.50025,6839786.63015
1474,50120,2020,Siekkilä,Siekkilä,491,491,1814337.58667,512418.05278,6840249.94029
1475,50130,2020,Nuijamies,Nuijamies,491,491,7014697.80908,512548.83504,6837408.53424
1476,50150,2020,Karkialampi,Karkialampi,491,491,6359683.17651,510270.52768,6840566.12303
1477,50160,2020,Kattilansilta,Kattilansilta,491,491,1128347.68408,514006.90681,6837221.76663
1478,50170,2020,Peitsari,Peitsari,491,491,9728849.59424,516151.89012,6842451.20268
1479,50180,2020,Visulahti,Visulahti,491,491,12789047.51587,518922.60665,6840590.12662
1480,50190,2020,Tuppurala,Tuppurala,491,491,6310908.80420,516971.55341,6839158.03176
1481,50200,2020,Kovala,Kovala,491,491,80696251.42334,507642.81143,6846732.40237
1482,50300,2020,Rämälä,Rämälä,491,491,62067924.07690,521076.26784,6850974.47985
1483,50350,2020,Norola,Norola,491,491,25314810.68994,521858.09358,6839684.53646
1484,50500,2020,Tuukkala-Kaituenmäki,Tuukkala-Kaituenmäki,491,491,6451493.91431,513509.50020,6834899.37156
1485,50520,2020,Moision Sairaala-alue,Moisio sjukhusområde,491,491,1032157.37451,514822.36715,6836125.81903
1486,50600,2020,Karikko,Karikko,491,491,58615738.60107,507614.60265,6837354.92705
1487,50670,2020,Otava,Otava,491,491,102851949.13965,503212.30743,6833439.56947
1488,50700,2020,Syysjärvi,Syysjärvi,491,491,39538481.65796,511906.91625,6831503.60843
1489,50770,2020,Korpikoski,Korpikoski,491,491,81547845.12427,499162.27531,6845952.50744
1490,50800,2020,Annilanselkä,Annilanselkä,491,491,54547131.62427,518205.82194,6832681.65660
1491,50970,2020,Ihastjärvi,Ihastjärvi,491,491,137111051.58643,509162.69795,6857653.43109
1492,51130,2020,Vanhamäki,Vanhamäki,491,491,84075791.95264,495263.03052,6855831.68066
1493,51200,2020,Kangasniemi Keskus,Kangasniemi centrum,213,213,444720634.54492,481317.40966,6872506.37982
1494,51260,2020,Tahkomäki,Tahkomäki,213,213,74587487.07642,480792.94366,6896254.25559
1495,51270,2020,Kutemajärvi,Kutemajärvi,213,213,125149787.27393,487753.34161,6887122.94877
1496,51310,2020,Levä,Levä,213,213,112226334.92041,472495.85750,6863566.19780
1497,51335,2020,Kaihlamäki,Kaihlamäki,213,213,5436278.63623,474624.27444,6874851.78115
1498,51340,2020,Hännilä-Särkiharju,Hännilä-Särkiharju,213,213,137515813.36890,468989.62783,6875061.14922
1499,51360,2020,Koivula-Synsiö,Koivula-Synsiö,213,213,141349500.49756,468025.49936,6890009.78859
1500,51380,2020,Synsiö,Synsiö,213,213,14210412.80737,475032.73333,6883075.29911
1501,51420,2020,Harjumaa-Pajulankylä,Harjumaa-Pajulankylä,491,491,74459513.89282,502344.76992,6856950.36351
1502,51430,2020,Läsäkoski,Läsäkoski,213,213,47213861.89673,495118.94494,6866318.36434
1503,51440,2020,Vuojalahti,Vuojalahti,213,213,105883858.24048,490835.22754,6874391.02496
1504,51450,2020,Pajulankylä,Pajulankylä,491,491,26353051.59595,501683.06089,6863785.88066
1505,51460,2020,Luusniemi,Luusniemi,213,213,103234815.35596,499056.82649,6874596.71329
1506,51520,2020,Hiirola,Hiirola,491,491,90791309.54028,516023.98684,6854948.23897
1507,51540,2020,Kalvitsa,Kalvitsa,491,491,168146776.76636,518678.48901,6864911.19404
1508,51600,2020,Haukivuori Keskus-Piitkäaho,Haukivuori centrum-Piitkäaho,491,491,258187649.13135,509949.95592,6878048.90857
1509,51620,2020,Pitkäaho,Pitkäaho,491,491,9049910.78003,515934.35510,6869052.76125
1510,51670,2020,Nykälä,Nykälä,491,491,88777386.53516,499077.11483,6887010.02193
1511,51720,2020,Rahula,Rahula,491,491,72706183.87256,525007.74053,6842572.32372
1512,51740,2020,Huuhanaho,Huuhanaho,491,491,56849189.18872,528386.67202,6845428.59343
1513,51760,2020,Nuutilanmäki,Nuutilanmäki,178,178,116866524.42554,530426.38896,6852915.39873
1514,51780,2020,Kuosmala,Kuosmala,178,178,73035181.78052,539023.50182,6844311.17406
1515,51810,2020,Maivala,Maivala,178,178,36558776.45239,536778.76668,6853592.27580
1516,51820,2020,Hatsola,Hatsola,178,178,87299551.78760,542806.45085,6852802.67960
1517,51850,2020,Vuorenmaa,Vuorenmaa,178,178,101630510.75195,525236.19491,6873581.81266
1518,51860,2020,Narila,Narila,178,178,23919167.08228,531386.69108,6876724.23116
1519,51880,2020,Koikkala,Koikkala,178,178,109061908.24780,547787.02891,6841912.22044
1520,51890,2020,Risulahti,Risulahti,178,178,93540607.27075,550958.57485,6833210.08387
1521,51900,2020,Juva Keskus,Juva centrum,178,178,470394906.59399,542669.27272,6864070.90380
1522,51930,2020,Paatela,Paatela,178,178,58397146.25122,554355.93920,6866886.86039
1523,51940,2020,Härkälä,Härkälä,178,178,43965423.72144,561780.79731,6869421.22626
1524,51980,2020,Lauteala,Lauteala,178,178,126932344.33105,556152.46848,6846788.39698
1525,52100,2020,Anttola,Anttola,491,491,307539631.36377,536341.50259,6830109.06152
1526,52110,2020,Majavesi,Majavesi,491,491,67797912.25732,524500.40372,6831383.56918
1527,52150,2020,Hauhala,Hauhala,491,491,57466540.85840,539123.77498,6822103.17187
1528,52200,2020,Puumala Keskus,Puumala centrum,623,623,777306757.86353,564217.39977,6820265.21329
1529,52230,2020,Hurissalo,Hurissalo,623,623,237288843.77588,545490.73554,6812126.15659
1530,52270,2020,Ryhälä,Ryhälä,623,623,35761835.77563,562636.23256,6838417.34404
1531,52300,2020,Ristiina Keskus,Ristiina centrum,491,491,205258426.04663,515830.09033,6816917.56668
1532,52320,2020,Vitsiälä,Vitsiälä,491,491,35687571.67480,512132.76455,6826183.94872
1533,52330,2020,Heimari,Heimari,491,491,5601943.31982,515239.12690,6827828.17009
1534,52340,2020,Hangastenmaa,Hangastenmaa,491,491,82803086.35864,523230.12121,6822854.15654
1535,52360,2020,Someenjärvi,Someenjärvi,491,491,83078314.17212,533206.18004,6814741.87908
1536,52420,2020,Pellosniemi,Pellosniemi,491,491,221167964.29150,525031.10561,6808266.27552
1537,52510,2020,Hietanen,Hietanen,097,97,162463839.54346,498750.00334,6824282.51212
1538,52520,2020,Syväsmäki,Syväsmäki,097,97,38038225.61450,496445.82460,6834468.17094
1539,52550,2020,Hirvensalmi Keskus,Hirvensalmi centrum,097,97,442625631.44385,486221.29498,6839541.57168
1540,52610,2020,Tuukkalanlahti,Tuukkalanlahti,097,97,50337525.45142,478296.55195,6842802.15215
1541,52620,2020,Kuitula,Kuitula,097,97,125117438.26562,475172.68201,6851641.90185
1542,52700,2020,Mäntyharju Keskus,Mäntyharju centrum,507,507,570021310.21094,495990.05285,6803313.96523
1543,52720,2020,Karankamäki-Koirakivi,Karankamäki-Koirakivi,507,507,31675263.59326,479971.00326,6813563.34028
1544,52730,2020,Koirakivi,Koirakivi,507,507,42870747.68311,476579.03208,6808871.19416
1545,52740,2020,Tuustaipale,Tuustaipale,507,507,105550056.91187,485528.02143,6821225.51106
1546,52760,2020,Mynttilä,Mynttilä,507,507,27419716.84155,495703.99972,6817470.35798
1547,52780,2020,Kuomiokoski,Kuomiokoski,491,491,31187561.81738,505927.55689,6810884.19183
1548,52830,2020,Suomenniemi,Suomenniemi,491,491,327354055.87085,521424.05130,6798992.49940
1549,52850,2020,Halmeniemi,Halmeniemi,507,507,113846561.71606,514101.15577,6789491.45139
1550,52890,2020,Käävänkylä,Käävänkylä,507,507,125006259.10718,505335.08065,6785652.53735
1551,52920,2020,Voikoski,Voikoski,286,286,119800762.85571,489693.96083,6790285.06912
1552,52960,2020,Nurmaa,Nurmaa,507,507,71122464.56079,481898.68791,6799869.41904
1553,52970,2020,Pankalahti-Ahvenainen,Pankalahti-Ahvenainen,507,507,55802628.49951,477108.65554,6799527.86879
1554,52980,2020,Ahvenainen,Ahvenainen,111,111,88865688.71875,471067.38210,6798983.50699
1555,53100,2020,Lappeenranta keskus,Villmanstrand centrum,405,405,5625407.33569,564491.04626,6770711.65770
1556,53130,2020,Keskussairaala-alue-Kimpinen,Centralsjukhusområde-Kimpinen,405,405,1071133.23584,565344.01340,6771007.88963
1557,53200,2020,Kaukas-Tirilä,Kaukas-Tirilä,405,405,3773926.86108,566603.95800,6770922.96697
1558,53300,2020,Lauritsala-Mälkiä,Lauritsala-Mälkiä,405,405,72690452.64624,570813.98156,6769895.23798
1559,53400,2020,Laihia,Laihia,405,405,56731332.89771,573648.02138,6773422.41522
1560,53420,2020,Mustola,Mustola,405,405,3967194.81616,571595.86185,6770121.03610
1561,53500,2020,Parkkarila-Harapainen-Reijola,Parkkarila-Harapainen-Reijola,405,405,7618525.62549,566930.68391,6768789.79768
1562,53550,2020,Kourulanmäki,Kourulanmäki,405,405,4015891.20825,565511.19489,6767378.79564
1563,53600,2020,Kesämäki,Kesämäki,405,405,4157796.99878,562615.50292,6768630.75266
1564,53650,2020,Mattila-Kuusela,Mattila-Kuusela,405,405,18276055.49097,562618.60954,6764811.13991
1565,53810,2020,Kuusimäki-Lavola,Kuusimäki-Lavola,405,405,4222459.50928,561309.20978,6769152.33195
1566,53830,2020,Rutola,Rutola,405,405,20451680.01367,553945.91410,6767912.15976
1567,53850,2020,Skinnarila,Skinnarila,405,405,94142168.82056,554907.57552,6769753.83179
1568,53900,2020,Pallo-Tysterniemi-Leiri,Pallo-Tysterniemi-Leiri,405,405,2426042.38916,563453.82891,6770838.27940
1569,53920,2020,Voisalmi,Voisalmi,405,405,6621114.51538,562050.06405,6771885.80571
1570,53950,2020,Kivisalmi,Kivisalmi,405,405,18782922.05908,560436.72796,6774962.14515
1571,54100,2020,Joutseno Keskus,Joutseno centrum,405,405,281883430.64697,582107.07103,6778796.64906
1572,54110,2020,Lampikangas,Lampikangas,405,405,4025047.21509,578274.94439,6775287.07464
1573,54120,2020,Pulp,Pulp,405,405,33067440.82715,576064.70738,6778807.05734
1574,54190,2020,Konnunsuo,Konnunsuo,405,405,24499517.35986,580782.63921,6767163.09011
1575,54230,2020,Nuijamaa,Nuijamaa,405,405,99948805.40430,584435.91294,6762012.15652
1576,54250,2020,Rapattila,Rapattila,405,405,47012152.25684,576084.84754,6757988.72591
1577,54260,2020,Hanhijärvi,Hanhijärvi,405,405,73079536.53760,569221.45281,6762678.79470
1578,54270,2020,Vainikkala,Vainikkala,405,405,85018135.76392,570952.01367,6750506.84120
1579,54300,2020,Vilkjärvi,Vilkjärvi,405,405,83928641.99683,555962.47681,6760309.43020
1580,54310,2020,Hytti,Hytti,405,405,48531597.69800,564602.52191,6758113.41603
1581,54330,2020,Simola,Simola,405,405,63783954.89160,563126.97969,6752424.02028
1582,54390,2020,Pulsa,Pulsa,405,405,59297742.49365,553462.15067,6753209.35619
1583,54410,2020,Ylämaa Keskus,Ylämaa centrum,405,405,254234952.63086,557255.67603,6742745.21128
1584,54430,2020,Hujakkala,Hujakkala,405,405,66056530.43799,553018.47932,6731457.51839
1585,54460,2020,Ylijärvi,Ylijärvi,405,405,46866835.76123,548361.89198,6737956.91940
1586,54490,2020,Ahomäki,Ahomäki,489,489,115697814.94409,537593.39520,6739073.85756
1587,54500,2020,Taavetti-Somerharju,Taavetti-Somerharju,441,441,346735112.00244,525792.09281,6756446.28628
1588,54510,2020,Uro,Uro,441,441,101610937.71362,537366.73579,6750663.45489
1589,54530,2020,Luumäki,Luumäki,441,441,138477159.86060,542742.96518,6757745.64713
1590,54550,2020,Suo-Anttila,Suo-Anttila,441,441,43712341.04688,544301.29276,6747398.26258
1591,54580,2020,Somerharju,Somerharju,441,441,18651056.67554,522784.90497,6755198.12466
1592,54590,2020,Kaitjärvi,Kaitjärvi,441,441,83471198.60083,518532.52561,6756901.98776
1593,54710,2020,Lemi Keskus,Lemi centrum,416,416,171810783.13892,542525.88584,6769372.90795
1594,54720,2020,Laksiainen,Laksiainen,416,416,29168523.21289,536774.65236,6773246.66396
1595,54750,2020,Välijoki,Välijoki,739,739,87431322.65161,530176.94736,6769122.72242
1596,54770,2020,Heituinlahti,Heituinlahti,739,739,214798267.65186,521322.19760,6776876.30347
1597,54800,2020,Savitaipale Keskus,Savitaipale centrum,739,739,296532415.04053,533018.29035,6786839.81365
1598,54820,2020,Kotimäki,Kotimäki,416,416,41128787.83130,544438.88535,6778633.77820
1599,54850,2020,Kuukanniemi,Kuukanniemi,416,416,38751630.31519,550553.94599,6773093.79147
1600,54915,2020,Saimaanharju-Kyläniemi,Saimaanharju-Kyläniemi,831,831,5945356.08325,559302.54518,6778375.61738
1601,54920,2020,Taipalsaari,Taipalsaari,831,831,237114095.38550,557059.24068,6787595.14825
1602,54930,2020,Levänen,Levänen,831,831,76285586.84937,550319.52313,6786980.35545
